tikhonov_root,lemmas,decision,root
цанг,цанга,new_root,цанг
цапф,цапфа; цапфенный,new_root,цапф
царств,полцарства,mapped,цар
цветь,разноцветье; пестроцветье,mapped,цвет
цедр,цедра,new_root,цедр
цез,цезий; цезиевый,new_root,цез
цезар,цезаризм,new_root,цезар
цезур,цезура,new_root,цезур
цейс,цейсовский,new_root,цейс
цейтнот,цейтнот,new_root,цейтнот
целл,целлофановый; целлофан; целлофанированный,new_root,целл
целлул,целлулоид,new_root,целлул
целлюл,целлюлоза; целлюлозно-бумажный; целлюлозный; ацетилцеллюлоза; гидратцеллюлоза; гидратцеллюлозный; метилцеллюлоза; нитроцеллюлоза; этилцеллюлоза,new_root,целлюл
целомудр,целомудрие; целомудренный,new_root,целомудр
цемент,цемент; цементировать; сцементировать; армоцементный; асбестоцемент; асбоцемент; асбоцементный; бесцементный; грунтоцементный; зацементированный; зацементировать; песчано-цементный; сцементированный; фиброцементный; цементационный; цементация; цементирование; цементированный; цементировочный; цементит; цементобетон; цементованный; цементовоз; шлакопортландцемент,new_root,цемент
цемянк,цемянка,new_root,цемянк
ценз,цензура; цензор; цензурный; ценз; цензовый; цензорский; цензурованный; цензуроваться,new_root,цензура
цензур,нецензурный; подцензурный,new_root,цензура
центавр,центавр,new_root,центавр
центнер,центнер,new_root,центнер
центр,центр; центральный; централизованный; центрист; райцентр; пресс-центр; централизация; эпицентр; центристский; центробежный; концентрический; центрифугирование; центрифуга; телецентр; центровой; централ; децентрализованный; центральноазиатский; центрифугировать; централизм; левоцентристский; моноцентрический; теплоцентраль; эгоцентрический; антропоцентризм; барицентр; барицентрический; бесцентрово-токарный; бесцентрово-шлифовальный; бесцентровый; гелиоцентризм; гелиоцентрический; геоцентризм; геоцентрический; гипоцентр; гомоцентрический; децентрализовать; децентрализоваться; европоцентризм; зацентровать; зооцентр; концентризм; левоцентризм; метацентрический; метеоцентр; перицентр; радиоцентр; самоцентрирующийся; селеноцентрический; сцентрировать; сцентрованный; сцентровать; теплоэлектроцентраль; ультрацентрифуга; централка; централь; центрально-черноземный; центральноамериканский; центральноафриканский; центральноевропейский; центрированный; центрировать; центрироваться; центрировка; центрифужный; центробежно-вакуумный; центровать; центровочный; центроплан; центросома,new_root,центр
цео,цеолит,new_root,цео
цепс,трицепс,new_root,цепс
цер,цериевый; церий,new_root,цер
церебр,цереброспинальный,new_root,церебр
цесар,цесаревна; цесарский,mapped,цар
цесарь,цесарь,mapped,цар
цет,спермацет; спермацетовый,new_root,цет
цефал,брахицефалия; гидроцефалия; долихоцефал; долихоцефалия; макроцефал; мезоцефал; мезоцефалия; микроцефал; стегоцефал,new_root,цефал
циан,цианистый; цианид; цианин; цианисто-водородный; цианобактерия; циановый; цианоз; цианометр,new_root,циан
цибул,цибуля,new_root,цибул
цивил,цивилизатор; цивилизоваться; цивилист; цивилистика,new_root,цивил
цивиль,цивильный,new_root,цивиль
цигейк,цигейковый; цигейка,new_root,цигейк
цид,геноцид; бактерицидный; стрептоцид; бактерицид; гербицидно-аммиачный; плазмоцид,new_root,цид
цидул,цидула; цидулка,new_root,цидул
цикл,цикл; зациклиться; цикличный; биоцикл; гетероциклический; зациклить; изоциклический; синхрофазоциклотрон; синхроциклотрон; синхроциклотронный; циклеванный; циклевать; циклеваться; циклевка; циклизация; цикловать; цикловаться; цикловой; циклографический; циклодром; циклоидальный; циклоидный; циклотрон; цикля; эпициклоида,new_root,цикл
циклон,циклон; антициклон; антициклональный; антициклонный; гидроциклон; циклонический; циклонный,new_root,циклон
циклоп,циклоп; циклопический,new_root,циклоп
цикорий,цикорий,new_root,цикорий
цилиндр,цилиндр; цилиндрический; цилиндровый; двухцилиндровый; многоцилиндровый; поперечно-цилиндрический; четырехцилиндровый,new_root,цилиндр
цилл,бициллин,new_root,цилл
цимбал,цимбалист; цимбалы,new_root,цимбал
цин,циничный; цинизм; цинический; бактериоцин,lemma_level_conflict,
цинг,противоцинготный; цинготный,mapped,цинг
циркон,цирконий,new_root,циркон
циркул,циркулировать; циркуляция; циркуляционный; рециркуляция,new_root,циркул
циркуль,циркульный,new_root,циркуль
циркуляр,циркуляр,new_root,циркуляр
циркум,циркумполярный,new_root,циркум
циркумфлекс,циркумфлекс; циркумфлексный,new_root,циркумфлекс
цирюль,цирюльник,new_root,цирюль
цист,аэроцистит; холецистит; холецистография; хромоцистоскопия; циста; цистоскоп; цистоскопия,new_root,цист
цистерн,цистерна; автоцистерна; автотермоцистерна; бензоцистерна; самолет-цистерна,new_root,цистерн
цит,цитата; цитировать; процитировать; лейкоцит; цитироваться; эритроцит; цитирование; цитоплазма; фагоцитоз; лейкоцитарный; цитология; амебоцит; гранулоцит; лейкоцитоз; лимфоцитоз; макроцитоз; моноцит; моноцитоз; процитированный; тромбоцитоз; фагоцит; фагоцитарный; цитатный; цитация; цитированный; цитованный; цитодиагностика; цитолиз; цитолизин; цитолог; цитологический; цитохимия; цитохром,lemma_level_conflict,
цитадель,цитадель,new_root,цитадель
цитр,цитра; цитрат; цитрон,lemma_level_conflict,
цитрус,цитрусовый; цитрус; цитрусовод; цитрусоводство,new_root,цитрус
циферблат,циферблат,new_root,циферблат
цоколь,цокольный,new_root,цоколь
цуг,факельцуг; цуг; цуговой; цугом,new_root,цуг
цук,цук; цуканье; цукать,new_root,цук
цукат,цукат; цукатный,new_root,цукат
цутюн,дашнакцутюн,new_root,цутюн
ч,никчемный; ничегонеделание; писчебумажный; ничем; отчего-либо; отчего-нибудь; пальчато-лопастный; пальчато-раздельный; пальчатосложный; пластинчатожаберный; пластинчатоклювый; сетчатокрылые; складчатокрылые; стрельчатосводный,lemma_level_conflict,
чабан,чабан; чабаний; чабанский,new_root,чабан
чавыч,чавыча,new_root,чавыч
чагатай,чагатайский,new_root,чагатай
чадр,чадра,new_root,чадр
чайн,кроссчайнворд,new_root,чайн
чакан,чакановый,new_root,чакан
чалм,чалма; чалмоносный,new_root,чалм
чардаш,чардаш,new_root,чардаш
чарльстон,чарльстон,new_root,чарльстон
чарт,чартизм; чартист; чартистский,new_root,чарт
чартер,чартер; тайм-чартер,new_root,чартер
чась,одночасье,mapped,час
чатал,чатал; чатало,new_root,чатал
чаус,чаус,new_root,чаус
чауш,чауш,new_root,чауш
чачван,чачван,new_root,чачван
чебак,чебак,new_root,чебак
чебурек,чебурек,new_root,чебурек
чебуреч,чебуречная,new_root,чебурек
чекмарь,чекмарь,new_root,чекмарь
чекмень,чекмень,new_root,чекмень
чекуш,чекушка; чекуша,new_root,чекуш
челк,челка,mapped,чёл
человек,сверхчеловек; богочеловек; человеколюбие; человекообразный; человеколюбивый; человекоподобный; человеко-час; человековедение; человеколюбец; человеконенавистник; человекоубийство; человекоубийца; чудак-человек,mapped,человек
челомк,почеломкаться,new_root,челомк
чембур,чембур,new_root,чембур
чемер,чемер; чемерица; чемеричный,new_root,чемер
чепан,чепан,new_root,чепан
чепрак,чепрак,new_root,чепрак
черемис,черемис; черемиска; черемисский,new_root,черемис
черемуш,черемушник,new_root,черемуш
черкас,черкас,new_root,черкас
черкес,черкес; черкеска,new_root,черкес
черкеш,черкешенка,new_root,черкес
чертополох,чертополох; чертополоховый,new_root,чертополох
честв,бумаготворчество; предельчество; староверчество,lemma_level_conflict,
честер,честер,new_root,честер
чесуч,чесучовый; чесуча,new_root,чесуч
четв,получетвертной; полчетверти; полчетвертого,mapped,четвер
четверт,нижнечетвертичный,mapped,четвер
четк,четкий,new_root,четк
четч,четче,new_root,четк
четь,четь,new_root,четь
чех,чех; чехословацко-болгарский; чехословацко-советский,new_root,чех
чечен,чеченский; чеченец,new_root,чечен
чеш,чешский; чешка; по-чешски; чешки; чешущий,lemma_level_conflict,
чигирь,чигирь,new_root,чигирь
чий,чий,new_root,чий
чилиг,чилига,new_root,чилиг
чилий,чилийский; чилийка,new_root,чилий
чилим,чилим,new_root,чилим
чиляг,чиляга,new_root,чиляг
чинар,чинаровый,new_root,чинар
чипс,чипсы,new_root,чипс
чифир,чифирный,new_root,чифир
чифирь,чифирь,new_root,чифир
чихвощ,отчихвощенный; расчихвощенный,new_root,чихвощ
чихирь,чихирь,new_root,чихирь
чич,извозчичий; приказчичий,new_root,чич
членораздельн,нечленораздельный,new_root,членораздельн
что,ничтожный; ничтожество; что-либо; что-нибудь,lemma_level_conflict,
чтоб,чтобы,new_root,чтоб
чубук,чубук,new_root,чубук
чубуч,чубучный,new_root,чубуч
чуваш,чуваш,new_root,чуваш
чувяк,чувяки,new_root,чувяк
чувяч,чувячный,new_root,чувяк
чудь,чудь,new_root,чудь
чуеч,чуечка,new_root,чуеч
чуйк,чуйка,new_root,чуйк
чукот,чукотский,new_root,чукот
чукч,чукчанка,new_root,чукча
чулк,чулки,new_root,чулок
чумак,чумак; чумаковать,new_root,чумак
чумиз,чумиза; чумизный,new_root,чумиз
чумл,зачумленный,mapped,чум
чун,чуни,new_root,чун
чурбак,чурбак,new_root,чурбак
чурек,чурек,new_root,чурек
чурчхел,чурчхела,new_root,чурчхел
чухон,чухонка; чухонский,new_root,чухон
шабер,шабер,mapped,шабр
шаблон,шаблон; шаблонный; шаблонизированный; шаблонизировать,new_root,шаблон
шагрень,шагрень,new_root,шагрень
шаеч,шаечка; шаечный,new_root,шаеч
шайб,шайба; планшайба,new_root,шайб
шайтан,шайтан,new_root,шайтан
шакал,шакалий,new_root,шакал
шакаль,по-шакальи,new_root,шакаль
шаланд,шаланда,new_root,шаланд
шалбер,шалберничать,new_root,шалбер
шалман,шалман,new_root,шалман
шалопай,шалопай; шалопайничать,new_root,шалопай
шалтай,шалтай-болтай,new_root,шалтай
шалфей,шалфей,new_root,шалфей
шальвар,шальвары,new_root,шальвар
шаман,шаман,new_root,шаман
шаматон,шаматон,new_root,шаматон
шамот,шамот; шамотный,new_root,шамот
шампан,шампанское; шампанский; шампанизация; шампанизированный; шампанизировать,new_root,шампан
шампунь,шампунь,new_root,шампунь
шампур,шампур,new_root,шампур
шандал,шандал,new_root,шандал
шанец,шанец,new_root,шанец
шанс,контршансы,new_root,шанс
шансонетк,шансонетка,new_root,шансонетк
шантаж,шантаж; шантажист; шантажированный; шантажистка; шантажистский; шантажный,new_root,шантаж
шантан,кафешантан; кафешантанный; шантан; шантанный,new_root,шантан
шантрап,шантрапа,new_root,шантрап
шанцев,шанцевый,new_root,шанцев
шань,тянь-шаньский,new_root,шань
шапк,шапка-невидимка; шапка-ушанка; шапкозакидательство,mapped,шап
шарабан,шарабан,new_root,шарабан
шарад,шарада,new_root,шарад
шарж,шарж; шаржированный; шаржировать; шаржировка,new_root,шарж
шариат,шариат,new_root,шариат
шарлатан,шарлатан; шарлатанка; шарлатанский,new_root,шарлатан
шарм,шарм,new_root,шарм
шарман,шарманщик,new_root,шарман
шарманк,шарманка,new_root,шарманк
шарнир,шарнир; шарнирный; шарнирно-подвижной; шарнирно-роликовый; шарнирно-сочлененный,new_root,шарнир
шаров,шаровый,mapped,шар-1
шаровар,шаровары,new_root,шаровар
шаромыг,шаромыга,new_root,шаромыг
шаромыж,нашаромыжку; шаромыжник; шаромыжничество,new_root,шаромыж
шарошеч,шарошечный,new_root,шарошеч
шарошк,шарошка,new_root,шарошк
шартрез,шартрез,new_root,шартрез
шатен,шатен; шатенка,new_root,шатен
шатер,шатер,mapped,шатёр
шаф,шаферский,new_root,шаф
шафран,шафран; шафранный,new_root,шафран
шах,шахматы; шахматный; шахматист; падишах; падишахский; шахиня; шаховать; шахский,new_root,шах
шахер,шахер-махер; шахер-махерский; шахермахерство,new_root,шахер
шахсей,шахсей-вахсей,new_root,шахсей
шашлыч,шашлычная; шашлычок; шашлычный,new_root,шашлыч
шашн,шашни,new_root,шашн
швабр,швабра,new_root,швабр
шварт,швартоваться; пришвартоваться; швартовка; швартовый; зашвартованный; зашвартовать; зашвартоваться; отшвартоваться; ошвартованный; ошвартовать; ошвартоваться; пришвартовать; пришвартовывать; швартование; швартовать,new_root,шварт
швартов,швартов; ошвартовить; швартовить; швартовиться; швартовный,new_root,швартов
швартовл,ошвартовленный,new_root,швартовл
швед,шведский; швед; по-шведски; шведско-норвежский; шведско-советский,new_root,швед
швейцар,швейцар; швейцарка,new_root,швейцар
швеллер,швеллер; швеллерный,new_root,швеллер
шебут,шебутной,new_root,шебут
шевелюр,шевелюра,new_root,шевелюр
шевинг,шевинг-процесс; шевингование,new_root,шевинг
шевиот,шевиот; шевиотовый,new_root,шевиот
шевр,шевровый,new_root,шевр
шеврон,шевронный,new_root,шеврон
шедевр,шедевр,new_root,шедевр
шедш,зашедшийся,mapped,шед
шезлонг,шезлонг,new_root,шезлонг
шейк,шейк,new_root,шейк
шеллак,шеллаковый; шеллаконос,new_root,шеллак
шеллинг,шеллингианство,new_root,шеллинг
шельф,шельф; шельфовый,new_root,шельф
шепеляв,прошепелявить,new_root,шепеляв
шепет,пришепетывать,new_root,шепет
шептал,шептала,new_root,шептал
шепч,шепчущий,new_root,шепч
шербет,шербет,new_root,шербет
шеренг,шеренга,new_root,шеренг
шеренож,шереножный,new_root,шеренож
шерп,шерпы,new_root,шерп
шерф,шерфование,new_root,шерф
шестерен,шестеренка; шестеренный; шестеренчатый,mapped,шест-2
шеч,кукушечий; кукушечка,new_root,шеч
шибч,шибче,new_root,шибч
шиворот,шиворот; шиворот-навыворот,new_root,шиворот
шиз,шизик; шизоид,new_root,шиз
шизофрен,шизофрения; шизофреник,new_root,шизофрен
шиллинг,шиллинг,new_root,шиллинг
шиль,нашильник,new_root,шиль
шиншилл,шиншилла; шиншилловый,new_root,шиншилл
шиньон,шиньон,new_root,шиньон
ширм,ширма,new_root,ширм
широч,широчайший,mapped,шир-1
шифер,шифер; шиферный; асбошифер,new_root,шифер
шифон,шифон; креп-шифон; шифоновый,new_root,шифон
шифоньер,шифоньерка,new_root,шифоньер
шихт,шихта; шихтовальный; шихтованный; шихтовка; шихтовой,new_root,шихт
шк,крышкоделательный; кукушкообразные,lemma_level_conflict,
шкал,шкала; зашкаливать; зашкалить; зашкаливаться; зашкалиться,new_root,шкал
шкалик,шкалик,new_root,шкалик
шканеч,шканечный,new_root,шканеч
шканц,шканцы,new_root,шканц
шквал,шквал,new_root,шквал
шкваль,шквальный,new_root,шкваль
шкет,шкет,new_root,шкет
шкив,шкив,new_root,шкив
шкипер,шкипер; подшкипер; шкиперский,new_root,шкипер
шкот,шкотовый,new_root,шкот
шлаг,шлаг,new_root,шлаг
шлагбаум,шлагбаум,new_root,шлагбаум
шлам,шлам,new_root,шлам
шланг,шланг,new_root,шланг
шлем,шлемофон; гермошлем; шлемофонный,mapped,шлем
шлеп,шлепнуть; шлепнуться; шлепаться; губошлеп; нашлепка; отшлепать; зашлепанный; нашлепать; обшлепанный; обшлепать; обшлепаться; отшлепанный; отшлепывать; пришлепать; пришлепнуть; пришлепнуться; пришлепывать; пришлепываться; расшлепанный; расшлепать; шлепанье,mapped,шлеп
шлих,шлиховой,new_root,шлих
шлихт,ошлихтованный; ошлихтовать; расшлихтованный; расшлихтовать; расшлихтовка; расшлихтовывать; шлихта; шлихтик; шлихтовальный; шлихтование; шлихтованный; шлихтовать; шлихтоваться,new_root,шлихт
шлиц,шлиц; шлица; шлицефрезерный,new_root,шлиц
шлык,шлык,new_root,шлык
шлягер,шлягер,new_root,шлягер
шлях,шлях,new_root,шлях
шляхет,шляхетский; шляхетство,new_root,шляхет
шляхт,шляхтич,new_root,шляхт
шматок,шматок,new_root,шматок
шмотк,шмотки,new_root,шмотк
шнапс,шнапс,new_root,шнапс
шнек,бурошнековый; шнек; шнека,new_root,шнек
шнеллер,шнеллер,new_root,шнеллер
шницель,шницель,new_root,шницель
шовин,социал-шовинизм; социал-шовинист; социал-шовинистский,new_root,шовин
шок,противошоковый,new_root,шок
шоколад,темно-шоколадный,mapped,шоколад
шор,зашоренный,mapped,шор
шоссе,пришоссейный,new_root,шоссе
шпаг,шпагоглотатель,mapped,шпаг
шпаклев,шпаклевка; прошпаклевывать; прошпаклевываться,new_root,шпаклев
шпаклева,прошпаклеванный; шпаклевание; шпаклевать; шпаклеваться,new_root,шпаклева
шпал,шпалоподбивочный; шпалоподбойка; шпалосверлилка; шпалосверлильный,new_root,шпал
шпалер,шпалерный,new_root,шпалер
шпан,шпана; шпанка; шпанский,new_root,шпан
шпангоут,шпангоут,new_root,шпангоут
шпандор,пришпандоренный; пришпандоривать; пришпандорить,new_root,шпандор
шпандырь,шпандырь,new_root,шпандырь
шпат,шпат,new_root,шпат
шпатель,шпатель,new_root,шпатель
шпатл,шпатлевка; шпатлевать; шпатлеваться,new_root,шпатл
шпиль,эндшпиль; миттельшпиль,mapped,шпил
шпинат,шпинат; шпинатный,new_root,шпинат
шпингалет,шпингалет,new_root,шпингалет
шпиндель,многошпиндельный,new_root,шпиндель
шпинель,шпинель,new_root,шпинель
шпиц,шпиц,new_root,шпиц
шпицрутен,шпицрутен,new_root,шпицрутен
шплинт,шплинт; шплинтовать; шплинтоваться; шплинтовой,new_root,шплинт
шпон,шпона; шпоночный,new_root,шпон
шприц,шприц-бетон; шприц-машина; шприцевание; шприцевать; шприцеваться; шприцевый; шприцованный,new_root,шприц
шпрот,шпроты; шпротина; шпротный,new_root,шпрот
шпунт,зашпунтованный; зашпунтовать; зашпунтовывать; зашпунтовываться; шпунтина; шпунтовать; шпунтовой,new_root,шпунт
шпур,шпуровой,new_root,шпур
шрапнель,шрапнельный,new_root,шрапнель
шредер,шредер; шредеровать; шредероваться,new_root,шредер
шрифт,шрифт; шрифт-касса; шрифтовой; шрифтолитейный; шрифтоноситель,new_root,шрифт
штаб,штаб; генштаб; штабной; штаб-квартира; генштабист; штабист; штаб-офицер; штаб-ротмистр; штаб-ротмистрский,new_root,штаб
штабел,штабелевание; штабелевать; штабелеваться; штабелирование; штабелированный; штабелироваться; штабелировка,new_root,штабел
штабель,штабель,new_root,штабель
штабс,штабс-капитан; штабс-капитанский,new_root,штабс
штакетник,штакетник,new_root,штакетник
штал,шталмейстер; шталмейстерский,new_root,штал
штамб,штамбовый; штамб,new_root,штамб
штамм,штамм,new_root,штамм
штанг,штанга; штангист; штанговый; бесштанговый,new_root,штанг
штанген,штангенглубиномер,new_root,штанген
штандарт,штандарт; штандартный,new_root,штандарт
штапел,штапелирующий,new_root,штапел
штапель,штапельный,new_root,штапель
штатив,штатив,new_root,штатив
штевень,ахтерштевень; штевень,new_root,штевень
штейгер,штейгерский,new_root,штейгер
штейн,штейн,new_root,штейн
штекер,штекер,new_root,штекер
штемпел,заштемпелевать; заштемпелевываться; перештемпелевать; перештемпелевывать; проштемпелеванный; проштемпелевать; штемпелевальный; штемпелевание; штемпелеванный; штемпелевать; штемпелеваться,new_root,штемпел
штемпель,штемпель; штемпельно-граверный; штемпельный,new_root,штемпель
штепсель,штепсель,new_root,штепсель
штиблет,штиблеты,new_root,штиблет
штифт,штифт; штифтик; штифтовой,new_root,штифт
шток,флагшток; альпеншток; штоковый,new_root,шток
штольн,штольня,new_root,штольн
штос,штос,new_root,штос
штоф,полуштоф,new_root,штоф
штрейк,штрейкбрехер; штрейкбрехерство,new_root,штрейк
штрек,штрек; штрековый,new_root,штрек
штуд,штудировать; проштудированный; штудированный; штудироваться,new_root,штуд
штунд,штунда; штундист; штундистка; штундистский,new_root,штунд
штурвал,штурвал,new_root,штурвал
штурваль,штурвальный,new_root,штурваль
штурман,штурманский; автоштурман; подштурман; подштурманский; флаг-штурман; штурманство,new_root,штурман
штуцер,штуцерный,new_root,штуцер
штыб,штыб,new_root,штыб
штыр,штыревой,new_root,штыр
штырь,штырь,new_root,штырь
шу,шушукаться; зашушукаться; шушуканье; шушукать,new_root,шушук
шуан,шуаны,new_root,шуан
шугай,шугай,new_root,шугай
шулер,шулер; шулерский; шулерство,new_root,шулер
шумер,шумерский,new_root,шумер
шумовк,шумовка,new_root,шумовк
шурум,шурум-бурум,new_root,шурум
шуруп,шуруп; шурупчик; шурупный,new_root,шуруп
шурф,шурф; шурфовать; шурфоваться,new_root,шурф
шуст,шуст; шустовать; шустоваться; шустовка,new_root,шуст
шхун,шхуна,new_root,шхун
щаж,пощаженный; щаженный,mapped,щаж
щебеч,щебечущий,mapped,щебет
щебн,щебневой,mapped,щебён
щекоч,щекочущий,mapped,щекот
щелок,щелок,mapped,щёлок
щелочь,щелочь,mapped,щелоч
щетк,щетка; автощетка; щеткодержатель,mapped,щёт
щеточ,щеточный,mapped,щёт
щеч,пощечина; щечка; защечный; подщечный,mapped,щёч
щириц,щирица; щирицевый,new_root,щириц
щич,бунтовщический; каменщичий; ростовщический; ростовщичий; табунщичий; ямщичий,lemma_level_conflict,
ыголь,безыгольный,mapped,игол
ыде,безыдеальный,new_root,идеал
ыдей,безыдейный,new_root,идей
ыз,сызнова; сызмальства; безызлучательный; безызносность; безызносный; сызвеку; сыздавна; сызмала; сызмалу,lemma_level_conflict,
ызвест,обызвествить; обызвествиться; обызвествление; обызвествленный,mapped,извест
ыллюз,безыллюзорный,new_root,иллюзор
ым,безыменный; отыменный; разыменованный,mapped,им-2
ымит,сымитировать,new_root,имит
ымпровиз,сымпровизированный; сымпровизировать,new_root,импровиз
ын,пустыня; святыня; гордыня; барыня; сударыня; рабыня; боярыня; пустынник; ордынец; полупустыня; благостыня; горно-пустынный; гусыня; жар-птицын; обындевелый; обыностраниться; пустынница; пустыннический; пустынножитель; пустынножительство,lemma_level_conflict,
ынвентар,безынвентарный,new_root,инвентар
ынерци,безынерционный,new_root,инерци
ынк,косынка,mapped,кос-2
ыноч,косыночка,mapped,кос-2
ынтегр,подынтегральный,new_root,интегр
ынтеграль,безынтегральный; надынтегральный,new_root,интеграль
ынфаркт,предынфарктный,new_root,инфаркт
ыр,пастырский; архипастырский; пустырник; пустырный,lemma_level_conflict,
ыскаж,безыскаженный,mapped,каж-2
ыстори,предыстория,mapped,истор
ытог,безытоговый,new_root,итог
ытож,подытожить; подытоживать; подытоженный; подытоживаться,new_root,итож
ых,чертыхаться; чертыхнуться; жмыхи; жмыховый,lemma_level_conflict,
э,эмиграция; эмигрант; эмигрировать; эмигрантский; нэп; нэпман; эмигрантка; микрогэс; микроэвм; мини-эвм; нэповский; супермикроэвм; суперэвм; эмбриотомия; эмигрантщина; эмиграционный,lemma_level_conflict,
эбонит,эбонит,new_root,эбонит
эв,эвритмия; эвстатический,lemma_level_conflict,
эвак,эвакопункт,new_root,эвак
эваку,эвакуация; эвакуировать; эвакуироваться; эвакуатор; реэвакуационный; реэвакуация; реэвакуированный; реэвакуировать; реэвакуироваться,new_root,эваку
эвапор,эвапоратор; эвапорация; эвапорометр,new_root,эвапор
эвдемон,эвдемонистический,new_root,эвдемон
эвен,эвен; эвенка; эвенский,new_root,эвен
эвенк,эвенкийский; эвенкийка,new_root,эвенк
эвклаз,эвклаз,new_root,эвклаз
эволюци,эволюция; эволюционировать; эволюционизм; эволюционист; эволюционистский,new_root,эволюци
эвристич,эвристический,new_root,эврист
эвтектик,эвтектика,new_root,эвтектик
эвтектич,эвтектический,new_root,эвтектик
эвфем,эвфемизм; эвфемистический,new_root,эвфем
эвфон,эвфония,new_root,эвфон
эвфу,эвфуизм; эвфуистический,new_root,эвфу
эгалитар,эгалитарист; эгалитарный,new_root,эгалитар
эгид,эгида,new_root,эгид
эго,эгоизм; эгоист; эгоистический; эгоистка; эгоцентрический; эготизм; эгофутуризм,new_root,эго
эдак,эдакий,new_root,эдак
эдем,эдем,new_root,эдем
эдици,эдиционный; эдиция,new_root,эдици
эдр,тетраэдр; гексаэдр; декаэдр; дидодекаэдр; октаэдр; полиэдр; ромбододекаэдр; ромбоэдр; ромбоэдрический; триэдр,new_root,эдр
эжек,эжекционный,new_root,эжек
эзоп,эзоповский,new_root,эзоп
эзофаг,эзофагоскоп; эзофагоскопия; эзофаготомия,new_root,эзофаг
эйдет,эйдетизм; эйдетический,new_root,эйдет
эйнштейн,эйнштейний,new_root,эйнштейн
эквадор,эквадорец; эквадорский,new_root,эквадор
экватор,экватор; экваториальный; субэкваториальный; экваториал,new_root,экватор
экви,эквимолекулярный; эквипотенциальный; эквиритмия,new_root,экви
эквивалент,эквивалент; эквивалентный; воздухоэквивалентный,new_root,эквивалент
эквилибр,эквилибрист; эквилибристика; эквилибрировать; эквилибристический; эквилибристка,new_root,эквилибр
экз,экзосмос; экзофтальм,new_root,экзо
экзальт,экзальтированный; экзальтация; экзальтационный,new_root,экзальт
экзарх,экзарх,new_root,экзарх
экзегез,экзегеза,new_root,экзегез
экзегет,экзегетика; экзегетический,new_root,экзегет
экзеку,экзекутор,new_root,экзекут
экзем,экзема; экзематозный,new_root,экзем
экземпляр,экземпляр,new_root,экземпляр
экзерсис,экзерсис,new_root,экзерсис
экзистенци,экзистенциальный; экзистенциалист,new_root,экзистенц
экзот,экзотика; экзотичный,new_root,экзот
экип,экипировка; экипировать; экипированный,new_root,экип
экипаж,полуэкипаж,new_root,экипаж
эклект,эклектика; эклектичный; эклектический; эклектик,new_root,эклек
эклиптич,эклиптический,new_root,эклипт
эко,экология; экологически; экосистема; агроэкологический; агроэкосистема; палеоэкология; синэкология; экогенез; эколого-культурный; экосфера,new_root,эко
эконо,эконометрия,new_root,эконометр
эконом,экономический; экономика; социально-экономический; экономист; экономия; экономить; торгово-экономический; технико-экономический; финансово-экономический; политэкономия; военно-экономический; эконом; общественно-экономический; общеэкономический; экономико-математический; экономико-статистический; внеэкономический; экономиться; агроэкономический; внутриэкономический; высокоэкономичный; инженер-экономист; лесоэкономический; малоэкономичный; неэкономичный; неэкономный; сверхэкономичный; учетно-экономический; экономгеография; экономизм; экономико-географический; экономничать,new_root,эконом
экономич,политико-экономический,new_root,эконом
экономл,наэкономленный; сэкономленный,new_root,эконом
экран,экран; телеэкран; экранизация; экранный; экранизировать; киноэкран; экранировать; экранирование; первоэкранный; подэкранный; полиэкран; светоэкран; широкоэкранный; экранизирование; экранизированный; экранизироваться; экранированный; экранироваться; экранировка,new_root,экран
экс,лесоэкспорт,new_root,экспорт
экседр,экседра,new_root,экседр
эксит,экситон,new_root,эксит
экскав,экскаватор; экскаваторщик; экскавация,new_root,экскав
экскурс,экскурсия; экскурс; экскурсионно-туристский; экскурсоводческий,new_root,экскурс
экслибрис,экслибрис,new_root,экслибрис
экспанс,экспансия; экспансивный; экспансивность; экспансионизм; экспансионистский,new_root,экспанс
экспед,экспедиция; экспедиционный; экспедиторский; экспедирование; экспедировать; экспедироваться; экспедиционно-транспортный,new_root,экспед
экспедици,транспортно-экспедиционный,new_root,экспед
эксперимент,эксперимент; экспериментальный; экспериментировать; экспериментально-психологический; экспериментирование; научно-экспериментальный; опытно-экспериментальный; проектно-экспериментальный; экспериментально-конструкторский; экспериментально-физиологический; экспериментаторство,new_root,эксперимент
эксперт,эксперт; экспертиза; экспертный,new_root,эксперт
экспертиз,ветсанэкспертиза,new_root,экспертиз
экспир,экспираторный,new_root,экспир
эксплик,экспликация,new_root,эксплик
эксплиц,эксплицированный; эксплицировать; эксплицироваться,new_root,эксплиц
эксплоз,эксплозивный; эксплозия,new_root,эксплоз
эксплуат,эксплуатация; эксплуатационный; эксплуатировать; эксплуатироваться; эксплуататор; эксплуататорский; жилищно-эксплуатационный; лесоэксплуатационный; лесоэксплуатация; эксплуатационно-транспортный,new_root,эксплуат
экспози,экспозиметр,new_root,экспози
экспозици,экспозиция,new_root,экспозици
экспон,экспонат; экспоненциальный; экспонатный; экспонированный,new_root,экспон
экспорт,реэкспорт; реэкспортировать,new_root,экспорт
экспресс,экспресс; экспрессивный; экспрессионизм; экспресс-анализ; экспресс-издание; экспресс-лаборатория; экспресс-стирка; экспрессивность; экспрессионист; экспрессионистический; экспрессионистский; экспрессный,new_root,экспресс
экспромт,экспромт,new_root,экспромт
