tikhonov_root,lemmas,decision,root
химер,химерический; химеричный,,
хими,алхимия; лесохимия,,
химк,химкинский,,
хин,хина; гидрохинон; плазмохин; хинин; хинный,,
хинду,хиндустани,,
хипп,хипповать,,
хиро,хиромант; хиромантия,,
хирург,хирург; хирургический; хирургия; нейрохирург; кардиохирургия; медико-хирургический; микрохирургический; нейрохирургический; нейрохирургия; оперативно-хирургический,,
хитин,хитин; хитинный; хитиновый,,
хитон,хитон,,
хламид,хламида,,
хламидомонад,хламидомонада,,
хлестаков,хлестаковщина,,
хлещ,хлещущий,,
хлопец,хлопец,,
хлопоч,хлопочущий,,
хлор,хлорофилл; хлор; хлорид; хлороформ; хлорелла; хлорит; хлорный; ацетилхлорид; гексахлоран; гексахлорбензол; гептахлор; двухлористый; фторхлористый; хлоралгидрат; хлорамин; хлорангидрид; хлорацетон; хлорацетофенон; хлорвиниловый; хлорзамещенный; хлорирование; хлорированный; хлорировать; хлористо-водородный; хлорноватистый; хлорноватый; хлоробактерии; хлоропласт; хлорорганический; хлоросеребряный; хлорофилловый; хлороформированный; хлороформировать; хлорофос; хлорпикрин; хлорпроизводный; хлорсодержащий; хлоруксусный; четыреххлористый; этилхлорид,,
хлупь,хлупь,,
хмарь,хмарь,,
хмурь,хмурь,,
хмырь,хмырь,,
хн,хна,,
хо,хохотать; хохот; захохотать; расхохотаться; похохатывать; обхохотаться; хохотушка; нахохотаться; охохохоньки; похохотать; хохотливый; хохотня; хохочущий,,
ходж,ходжа,,
ходь,иноходь,,
хокке,хоккеист,,
холе,холестерин; холецистит; холецистография,,
холер,холера; холерный; холерина,,
холл,холл; дансинг-холл; коктейль-холл,,
холль,мюзик-холльный,,
холмл,всхолмление; всхолмленный,,
холож,выхоложенный; нахоложенный; охоложенный; холоженный,,
холяв,холява,,
хомяк,хомяк,,
хомяч,хомячок,,
хондр,хондрилла; хондрит; хондрома,,
хонинг,хонинговальный; хонингование; хонинговать; хонинговаться,,
хоппер,хоппер,,
хор,хор; хоровод; хорист; хормейстер; анемохория; захороводить; зоохория; песенно-хоровой; хоревый; хористка; хоркружок; хормейстерский; хороводить; хороводиться; хороводница; хороводный; хоры,,
хорал,хорал,,
хораль,хоральный,,
хорват,хорват; по-сербскохорватски; сербохорватский; сербохорваты; сербскохорватский; хорватка,,
хорд,хорда; гептахорд; гехсахорд; головохордовые; пентахорд; тетрахорд; хордометр,,
хоре,хореограф; хореографический; хореический; хорея,,
хорей,ямбохорей,,
хорек,хорек,,
хорт,хорт,,
хоругв,хоругвеносец,,
хоругвь,хоругвь,,
хорунж,хорунжий,,
хорьч,хорьчонок,,
хохлом,хохлома,,
хр,синхротрон; синхрофазотронный; синхрофазоциклотрон; синхроциклотрон; синхроциклотронный,,
хрестоматий,хрестоматийный,,
хриз,хризолит; хризолитовый; хризопраз; хризопразовый,,
хризантем,хризантема,,
христ,христианский; христианин; христианство; христианка; христианизация; лжехристианский; христарадничать; христианизированный; христианизировать; христианизироваться; христопродавец,,
христос,христосоваться,,
христь,нехристь,,
хрон,хронический; хроника; хронологический; хронология; синхронный; анахронизм; синхронизация; хроник; синхронизатор; синхронизировать; хронометр; синхрония; хронометраж; хроникальный; хронист; хронограф; автохронометраж; анахронический; анахроничный; геохронологический; гетерохрония; глоттохронология; дендрохронология; диахрония; захронометрированный; захронометрировать; прохронометрировать; самосинхронизация; синхронизированный; синхронизироваться; синхронизм; синхронистический; синхронический; фотохроника; хронизатор; хроникально-документальный; хроникер; хроникерский; хронобиология; хронография; хронолог; хронологизация; хронометражист; хронометрированный; хронометрист; хронометрический; хроноскоп,,
хроник,кинохроника; документально-хроникальный; кинохроникер,,
хрумк,схрумкать,,
хряс,хряснувший; хряснувшийся; хряснуть; хряснуться,,
хуж,похуже; хуже,,
хуль,богохульство; богохульница; богохульничать; богохульствовать,,
хунхуз,хунхуз; хунхузский,,
ц,венценосный; пальцевидный; вальцевать; вальцеваться; вальцовочный; венценосец; вциковский; изрубцевать; лупцевать; отлупцевать; пальцекрылый; пальцеобразный; перелупцевать; прокатно-вальцовочный; пыльцевход; пыльцеед; развальцевать; развальцовывать; развальцовываться; резцедержатель; рубцевание; рубцеватый; рубцеваться,,
цанг,цанга,,
цапф,цапфа; цапфенный,,
царств,полцарства,,
цветь,разноцветье; пестроцветье,,
цедр,цедра,,
цез,цезий; цезиевый,,
цезар,цезаризм,,
цезур,цезура,,
цейс,цейсовский,,
цейтнот,цейтнот,,
целл,целлофановый; целлофан; целлофанированный,,
целлул,целлулоид,,
целлюл,целлюлоза; целлюлозно-бумажный; целлюлозный; ацетилцеллюлоза; гидратцеллюлоза; гидратцеллюлозный; метилцеллюлоза; нитроцеллюлоза; этилцеллюлоза,,
целомудр,целомудрие; целомудренный,,
цемент,цемент; цементировать; сцементировать; армоцементный; асбестоцемент; асбоцемент; асбоцементный; бесцементный; грунтоцементный; зацементированный; зацементировать; песчано-цементный; сцементированный; фиброцементный; цементационный; цементация; цементирование; цементированный; цементировочный; цементит; цементобетон; цементованный; цементовоз; шлакопортландцемент,,
цемянк,цемянка,,
ценз,цензура; цензор; цензурный; ценз; цензовый; цензорский; цензурованный; цензуроваться,,
цензур,нецензурный; подцензурный,,
центавр,центавр,,
центнер,центнер,,
центр,центр; центральный; централизованный; центрист; райцентр; пресс-центр; централизация; эпицентр; центристский; центробежный; концентрический; центрифугирование; центрифуга; телецентр; центровой; централ; децентрализованный; центральноазиатский; центрифугировать; централизм; левоцентристский; моноцентрический; теплоцентраль; эгоцентрический; антропоцентризм; барицентр; барицентрический; бесцентрово-токарный; бесцентрово-шлифовальный; бесцентровый; гелиоцентризм; гелиоцентрический; геоцентризм; геоцентрический; гипоцентр; гомоцентрический; децентрализовать; децентрализоваться; европоцентризм; зацентровать; зооцентр; концентризм; левоцентризм; метацентрический; метеоцентр; перицентр; радиоцентр; самоцентрирующийся; селеноцентрический; сцентрировать; сцентрованный; сцентровать; теплоэлектроцентраль; ультрацентрифуга; централка; централь; центрально-черноземный; центральноамериканский; центральноафриканский; центральноевропейский; центрированный; центрировать; центрироваться; центрировка; центрифужный; центробежно-вакуумный; центровать; центровочный; центроплан; центросома,,
цео,цеолит,,
цепс,трицепс,,
цер,цериевый; церий,,
церебр,цереброспинальный,,
цесар,цесаревна; цесарский,,
цесарь,цесарь,,
цет,спермацет; спермацетовый,,
цефал,брахицефалия; гидроцефалия; долихоцефал; долихоцефалия; макроцефал; мезоцефал; мезоцефалия; микроцефал; стегоцефал,,
циан,цианистый; цианид; цианин; цианисто-водородный; цианобактерия; циановый; цианоз; цианометр,,
цибул,цибуля,,
цивил,цивилизатор; цивилизоваться; цивилист; цивилистика,,
цивиль,цивильный,,
цигейк,цигейковый; цигейка,,
цид,геноцид; бактерицидный; стрептоцид; бактерицид; гербицидно-аммиачный; плазмоцид,,
цидул,цидула; цидулка,,
цикл,цикл; зациклиться; цикличный; биоцикл; гетероциклический; зациклить; изоциклический; синхрофазоциклотрон; синхроциклотрон; синхроциклотронный; циклеванный; циклевать; циклеваться; циклевка; циклизация; цикловать; цикловаться; цикловой; циклографический; циклодром; циклоидальный; циклоидный; циклотрон; цикля; эпициклоида,,
циклон,циклон; антициклон; антициклональный; антициклонный; гидроциклон; циклонический; циклонный,,
циклоп,циклоп; циклопический,,
цикорий,цикорий,,
цилиндр,цилиндр; цилиндрический; цилиндровый; двухцилиндровый; многоцилиндровый; поперечно-цилиндрический; четырехцилиндровый,,
цилл,бициллин,,
цимбал,цимбалист; цимбалы,,
цин,циничный; цинизм; цинический; бактериоцин,,
цинг,противоцинготный; цинготный,,
циркон,цирконий,,
циркул,циркулировать; циркуляция; циркуляционный; рециркуляция,,
циркуль,циркульный,,
циркуляр,циркуляр,,
циркум,циркумполярный,,
циркумфлекс,циркумфлекс; циркумфлексный,,
цирюль,цирюльник,,
цист,аэроцистит; холецистит; холецистография; хромоцистоскопия; циста; цистоскоп; цистоскопия,,
цистерн,цистерна; автоцистерна; автотермоцистерна; бензоцистерна; самолет-цистерна,,
цит,цитата; цитировать; процитировать; лейкоцит; цитироваться; эритроцит; цитирование; цитоплазма; фагоцитоз; лейкоцитарный; цитология; амебоцит; гранулоцит; лейкоцитоз; лимфоцитоз; макроцитоз; моноцит; моноцитоз; процитированный; тромбоцитоз; фагоцит; фагоцитарный; цитатный; цитация; цитированный; цитованный; цитодиагностика; цитолиз; цитолизин; цитолог; цитологический; цитохимия; цитохром,,
цитадель,цитадель,,
цитр,цитра; цитрат; цитрон,,
цитрус,цитрусовый; цитрус; цитрусовод; цитрусоводство,,
циферблат,циферблат,,
цоколь,цокольный,,
цуг,факельцуг; цуг; цуговой; цугом,,
цук,цук; цуканье; цукать,,
цукат,цукат; цукатный,,
цутюн,дашнакцутюн,,
ч,никчемный; ничегонеделание; писчебумажный; ничем; отчего-либо; отчего-нибудь; пальчато-лопастный; пальчато-раздельный; пальчатосложный; пластинчатожаберный; пластинчатоклювый; сетчатокрылые; складчатокрылые; стрельчатосводный,,
чабан,чабан; чабаний; чабанский,,
чавыч,чавыча,,
чагатай,чагатайский,,
чадр,чадра,,
чайн,кроссчайнворд,,
чакан,чакановый,,
чалм,чалма; чалмоносный,,
чардаш,чардаш,,
чарльстон,чарльстон,,
чарт,чартизм; чартист; чартистский,,
чартер,чартер; тайм-чартер,,
чась,одночасье,,
чатал,чатал; чатало,,
чаус,чаус,,
чауш,чауш,,
чачван,чачван,,
чебак,чебак,,
чебурек,чебурек,,
чебуреч,чебуречная,,
чекмарь,чекмарь,,
чекмень,чекмень,,
чекуш,чекушка; чекуша,,
челк,челка,,
человек,сверхчеловек; богочеловек; человеколюбие; человекообразный; человеколюбивый; человекоподобный; человеко-час; человековедение; человеколюбец; человеконенавистник; человекоубийство; человекоубийца; чудак-человек,,
челомк,почеломкаться,,
чембур,чембур,,
чемер,чемер; чемерица; чемеричный,,
чепан,чепан,,
чепрак,чепрак,,
черемис,черемис; черемиска; черемисский,,
черемуш,черемушник,,
черкас,черкас,,
черкес,черкес; черкеска,,
черкеш,черкешенка,,
чертополох,чертополох; чертополоховый,,
честв,бумаготворчество; предельчество; староверчество,,
честер,честер,,
чесуч,чесучовый; чесуча,,
четв,получетвертной; полчетверти; полчетвертого,,
четверт,нижнечетвертичный,,
четк,четкий,,
четч,четче,,
четь,четь,,
чех,чех; чехословацко-болгарский; чехословацко-советский,,
чечен,чеченский; чеченец,,
чеш,чешский; чешка; по-чешски; чешки; чешущий,,
чигирь,чигирь,,
чий,чий,,
чилиг,чилига,,
чилий,чилийский; чилийка,,
чилим,чилим,,
чиляг,чиляга,,
чинар,чинаровый,,
чипс,чипсы,,
чифир,чифирный,,
чифирь,чифирь,,
чихвощ,отчихвощенный; расчихвощенный,,
чихирь,чихирь,,
чич,извозчичий; приказчичий,,
членораздельн,нечленораздельный,,
что,ничтожный; ничтожество; что-либо; что-нибудь,,
чтоб,чтобы,,
чубук,чубук,,
чубуч,чубучный,,
чуваш,чуваш,,
чувяк,чувяки,,
чувяч,чувячный,,
чудь,чудь,,
чуеч,чуечка,,
чуйк,чуйка,,
чукот,чукотский,,
чукч,чукчанка,,
чулк,чулки,,
чумак,чумак; чумаковать,,
чумиз,чумиза; чумизный,,
чумл,зачумленный,,
чун,чуни,,
чурбак,чурбак,,
чурек,чурек,,
чурчхел,чурчхела,,
чухон,чухонка; чухонский,,
шабер,шабер,,
шаблон,шаблон; шаблонный; шаблонизированный; шаблонизировать,,
шагрень,шагрень,,
шаеч,шаечка; шаечный,,
шайб,шайба; планшайба,,
шайтан,шайтан,,
шакал,шакалий,,
шакаль,по-шакальи,,
шаланд,шаланда,,
шалбер,шалберничать,,
шалман,шалман,,
шалопай,шалопай; шалопайничать,,
шалтай,шалтай-болтай,,
шалфей,шалфей,,
шальвар,шальвары,,
шаман,шаман,,
шаматон,шаматон,,
шамот,шамот; шамотный,,
шампан,шампанское; шампанский; шампанизация; шампанизированный; шампанизировать,,
шампунь,шампунь,,
шампур,шампур,,
шандал,шандал,,
шанец,шанец,,
шанс,контршансы,,
шансонетк,шансонетка,,
шантаж,шантаж; шантажист; шантажированный; шантажистка; шантажистский; шантажный,,
шантан,кафешантан; кафешантанный; шантан; шантанный,,
шантрап,шантрапа,,
шанцев,шанцевый,,
шань,тянь-шаньский,,
шапк,шапка-невидимка; шапка-ушанка; шапкозакидательство,,
шарабан,шарабан,,
шарад,шарада,,
шарж,шарж; шаржированный; шаржировать; шаржировка,,
шариат,шариат,,
шарлатан,шарлатан; шарлатанка; шарлатанский,,
шарм,шарм,,
шарман,шарманщик,,
шарманк,шарманка,,
шарнир,шарнир; шарнирный; шарнирно-подвижной; шарнирно-роликовый; шарнирно-сочлененный,,
шаров,шаровый,,
шаровар,шаровары,,
шаромыг,шаромыга,,
шаромыж,нашаромыжку; шаромыжник; шаромыжничество,,
шарошеч,шарошечный,,
шарошк,шарошка,,
шартрез,шартрез,,
шатен,шатен; шатенка,,
шатер,шатер,,
шаф,шаферский,,
шафран,шафран; шафранный,,
шах,шахматы; шахматный; шахматист; падишах; падишахский; шахиня; шаховать; шахский,,
шахер,шахер-махер; шахер-махерский; шахермахерство,,
шахсей,шахсей-вахсей,,
шашлыч,шашлычная; шашлычок; шашлычный,,
шашн,шашни,,
швабр,швабра,,
шварт,швартоваться; пришвартоваться; швартовка; швартовый; зашвартованный; зашвартовать; зашвартоваться; отшвартоваться; ошвартованный; ошвартовать; ошвартоваться; пришвартовать; пришвартовывать; швартование; швартовать,,
швартов,швартов; ошвартовить; швартовить; швартовиться; швартовный,,
швартовл,ошвартовленный,,
швед,шведский; швед; по-шведски; шведско-норвежский; шведско-советский,,
швейцар,швейцар; швейцарка,,
швеллер,швеллер; швеллерный,,
шебут,шебутной,,
шевелюр,шевелюра,,
шевинг,шевинг-процесс; шевингование,,
шевиот,шевиот; шевиотовый,,
шевр,шевровый,,
шеврон,шевронный,,
шедевр,шедевр,,
шедш,зашедшийся,,
шезлонг,шезлонг,,
шейк,шейк,,
шеллак,шеллаковый; шеллаконос,,
шеллинг,шеллингианство,,
шельф,шельф; шельфовый,,
шепеляв,прошепелявить,,
шепет,пришепетывать,,
шептал,шептала,,
шепч,шепчущий,,
шербет,шербет,,
шеренг,шеренга,,
шеренож,шереножный,,
шерп,шерпы,,
шерф,шерфование,,
шестерен,шестеренка; шестеренный; шестеренчатый,,
шеч,кукушечий; кукушечка,,
шибч,шибче,,
шиворот,шиворот; шиворот-навыворот,,
шиз,шизик; шизоид,,
шизофрен,шизофрения; шизофреник,,
шиллинг,шиллинг,,
шиль,нашильник,,
шиншилл,шиншилла; шиншилловый,,
шиньон,шиньон,,
ширм,ширма,,
широч,широчайший,,
шифер,шифер; шиферный; асбошифер,,
шифон,шифон; креп-шифон; шифоновый,,
шифоньер,шифоньерка,,
шихт,шихта; шихтовальный; шихтованный; шихтовка; шихтовой,,
шк,крышкоделательный; кукушкообразные,,
шкал,шкала; зашкаливать; зашкалить; зашкаливаться; зашкалиться,,
шкалик,шкалик,,
шканеч,шканечный,,
шканц,шканцы,,
шквал,шквал,,
шкваль,шквальный,,
шкет,шкет,,
шкив,шкив,,
шкипер,шкипер; подшкипер; шкиперский,,
шкот,шкотовый,,
шлаг,шлаг,,
шлагбаум,шлагбаум,,
шлам,шлам,,
шланг,шланг,,
шлем,шлемофон; гермошлем; шлемофонный,,
шлеп,шлепнуть; шлепнуться; шлепаться; губошлеп; нашлепка; отшлепать; зашлепанный; нашлепать; обшлепанный; обшлепать; обшлепаться; отшлепанный; отшлепывать; пришлепать; пришлепнуть; пришлепнуться; пришлепывать; пришлепываться; расшлепанный; расшлепать; шлепанье,,
шлих,шлиховой,,
шлихт,ошлихтованный; ошлихтовать; расшлихтованный; расшлихтовать; расшлихтовка; расшлихтовывать; шлихта; шлихтик; шлихтовальный; шлихтование; шлихтованный; шлихтовать; шлихтоваться,,
шлиц,шлиц; шлица; шлицефрезерный,,
шлык,шлык,,
шлягер,шлягер,,
шлях,шлях,,
шляхет,шляхетский; шляхетство,,
шляхт,шляхтич,,
шматок,шматок,,
шмотк,шмотки,,
шнапс,шнапс,,
шнек,бурошнековый; шнек; шнека,,
шнеллер,шнеллер,,
шницель,шницель,,
шовин,социал-шовинизм; социал-шовинист; социал-шовинистский,,
шок,противошоковый,,
шоколад,темно-шоколадный,,
шор,зашоренный,,
шоссе,пришоссейный,,
шпаг,шпагоглотатель,,
шпаклев,шпаклевка; прошпаклевывать; прошпаклевываться,,
шпаклева,прошпаклеванный; шпаклевание; шпаклевать; шпаклеваться,,
шпал,шпалоподбивочный; шпалоподбойка; шпалосверлилка; шпалосверлильный,,
шпалер,шпалерный,,
шпан,шпана; шпанка; шпанский,,
шпангоут,шпангоут,,
шпандор,пришпандоренный; пришпандоривать; пришпандорить,,
шпандырь,шпандырь,,
шпат,шпат,,
шпатель,шпатель,,
шпатл,шпатлевка; шпатлевать; шпатлеваться,,
шпиль,эндшпиль; миттельшпиль,,
шпинат,шпинат; шпинатный,,
шпингалет,шпингалет,,
шпиндель,многошпиндельный,,
шпинель,шпинель,,
шпиц,шпиц,,
шпицрутен,шпицрутен,,
шплинт,шплинт; шплинтовать; шплинтоваться; шплинтовой,,
шпон,шпона; шпоночный,,
шприц,шприц-бетон; шприц-машина; шприцевание; шприцевать; шприцеваться; шприцевый; шприцованный,,
шпрот,шпроты; шпротина; шпротный,,
шпунт,зашпунтованный; зашпунтовать; зашпунтовывать; зашпунтовываться; шпунтина; шпунтовать; шпунтовой,,
шпур,шпуровой,,
шрапнель,шрапнельный,,
шредер,шредер; шредеровать; шредероваться,,
шрифт,шрифт; шрифт-касса; шрифтовой; шрифтолитейный; шрифтоноситель,,
штаб,штаб; генштаб; штабной; штаб-квартира; генштабист; штабист; штаб-офицер; штаб-ротмистр; штаб-ротмистрский,,
штабел,штабелевание; штабелевать; штабелеваться; штабелирование; штабелированный; штабелироваться; штабелировка,,
штабель,штабель,,
штабс,штабс-капитан; штабс-капитанский,,
штакетник,штакетник,,
штал,шталмейстер; шталмейстерский,,
штамб,штамбовый; штамб,,
штамм,штамм,,
штанг,штанга; штангист; штанговый; бесштанговый,,
штанген,штангенглубиномер,,
штандарт,штандарт; штандартный,,
штапел,штапелирующий,,
штапель,штапельный,,
штатив,штатив,,
штевень,ахтерштевень; штевень,,
штейгер,штейгерский,,
штейн,штейн,,
штекер,штекер,,
штемпел,заштемпелевать; заштемпелевываться; перештемпелевать; перештемпелевывать; проштемпелеванный; проштемпелевать; штемпелевальный; штемпелевание; штемпелеванный; штемпелевать; штемпелеваться,,
штемпель,штемпель; штемпельно-граверный; штемпельный,,
штепсель,штепсель,,
штиблет,штиблеты,,
штифт,штифт; штифтик; штифтовой,,
шток,флагшток; альпеншток; штоковый,,
штольн,штольня,,
штос,штос,,
штоф,полуштоф,,
штрейк,штрейкбрехер; штрейкбрехерство,,
штрек,штрек; штрековый,,
штуд,штудировать; проштудированный; штудированный; штудироваться,,
штунд,штунда; штундист; штундистка; штундистский,,
штурвал,штурвал,,
штурваль,штурвальный,,
штурман,штурманский; автоштурман; подштурман; подштурманский; флаг-штурман; штурманство,,
штуцер,штуцерный,,
штыб,штыб,,
штыр,штыревой,,
штырь,штырь,,
шу,шушукаться; зашушукаться; шушуканье; шушукать,,
шуан,шуаны,,
шугай,шугай,,
шулер,шулер; шулерский; шулерство,,
шумер,шумерский,,
шумовк,шумовка,,
шурум,шурум-бурум,,
шуруп,шуруп; шурупчик; шурупный,,
шурф,шурф; шурфовать; шурфоваться,,
шуст,шуст; шустовать; шустоваться; шустовка,,
шхун,шхуна,,
щаж,пощаженный; щаженный,,
щебеч,щебечущий,,
щебн,щебневой,,
щекоч,щекочущий,,
щелок,щелок,,
щелочь,щелочь,,
щетк,щетка; автощетка; щеткодержатель,,
щеточ,щеточный,,
щеч,пощечина; щечка; защечный; подщечный,,
щириц,щирица; щирицевый,,
щич,бунтовщический; каменщичий; ростовщический; ростовщичий; табунщичий; ямщичий,,
ыголь,безыгольный,,
ыде,безыдеальный,,
ыдей,безыдейный,,
ыз,сызнова; сызмальства; безызлучательный; безызносность; безызносный; сызвеку; сыздавна; сызмала; сызмалу,,
ызвест,обызвествить; обызвествиться; обызвествление; обызвествленный,,
ыллюз,безыллюзорный,,
ым,безыменный; отыменный; разыменованный,,
ымит,сымитировать,,
ымпровиз,сымпровизированный; сымпровизировать,,
ын,пустыня; святыня; гордыня; барыня; сударыня; рабыня; боярыня; пустынник; ордынец; полупустыня; благостыня; горно-пустынный; гусыня; жар-птицын; обындевелый; обыностраниться; пустынница; пустыннический; пустынножитель; пустынножительство,,
ынвентар,безынвентарный,,
ынерци,безынерционный,,
ынк,косынка,,
ыноч,косыночка,,
ынтегр,подынтегральный,,
ынтеграль,безынтегральный; надынтегральный,,
ынфаркт,предынфарктный,,
ыр,пастырский; архипастырский; пустырник; пустырный,,
ыскаж,безыскаженный,,
ыстори,предыстория,,
ытог,безытоговый,,
ытож,подытожить; подытоживать; подытоженный; подытоживаться,,
ых,чертыхаться; чертыхнуться; жмыхи; жмыховый,,
э,эмиграция; эмигрант; эмигрировать; эмигрантский; нэп; нэпман; эмигрантка; микрогэс; микроэвм; мини-эвм; нэповский; супермикроэвм; суперэвм; эмбриотомия; эмигрантщина; эмиграционный,,
эбонит,эбонит,,
эв,эвритмия; эвстатический,,
эвак,эвакопункт,,
эваку,эвакуация; эвакуировать; эвакуироваться; эвакуатор; реэвакуационный; реэвакуация; реэвакуированный; реэвакуировать; реэвакуироваться,,
эвапор,эвапоратор; эвапорация; эвапорометр,,
эвдемон,эвдемонистический,,
эвен,эвен; эвенка; эвенский,,
эвенк,эвенкийский; эвенкийка,,
эвклаз,эвклаз,,
эволюци,эволюция; эволюционировать; эволюционизм; эволюционист; эволюционистский,,
эвристич,эвристический,,
эвтектик,эвтектика,,
эвтектич,эвтектический,,
эвфем,эвфемизм; эвфемистический,,
эвфон,эвфония,,
эвфу,эвфуизм; эвфуистический,,
эгалитар,эгалитарист; эгалитарный,,
эгид,эгида,,
эго,эгоизм; эгоист; эгоистический; эгоистка; эгоцентрический; эготизм; эгофутуризм,,
эдак,эдакий,,
эдем,эдем,,
эдици,эдиционный; эдиция,,
эдр,тетраэдр; гексаэдр; декаэдр; дидодекаэдр; октаэдр; полиэдр; ромбододекаэдр; ромбоэдр; ромбоэдрический; триэдр,,
эжек,эжекционный,,
эзоп,эзоповский,,
эзофаг,эзофагоскоп; эзофагоскопия; эзофаготомия,,
эйдет,эйдетизм; эйдетический,,
эйнштейн,эйнштейний,,
эквадор,эквадорец; эквадорский,,
экватор,экватор; экваториальный; субэкваториальный; экваториал,,
экви,эквимолекулярный; эквипотенциальный; эквиритмия,,
эквивалент,эквивалент; эквивалентный; воздухоэквивалентный,,
эквилибр,эквилибрист; эквилибристика; эквилибрировать; эквилибристический; эквилибристка,,
экз,экзосмос; экзофтальм,,
экзальт,экзальтированный; экзальтация; экзальтационный,,
экзарх,экзарх,,
экзегез,экзегеза,,
экзегет,экзегетика; экзегетический,,
экзеку,экзекутор,,
экзем,экзема; экзематозный,,
экземпляр,экземпляр,,
экзерсис,экзерсис,,
экзистенци,экзистенциальный; экзистенциалист,,
экзот,экзотика; экзотичный,,
экип,экипировка; экипировать; экипированный,,
экипаж,полуэкипаж,,
эклект,эклектика; эклектичный; эклектический; эклектик,,
эклиптич,эклиптический,,
эко,экология; экологически; экосистема; агроэкологический; агроэкосистема; палеоэкология; синэкология; экогенез; эколого-культурный; экосфера,,
эконо,эконометрия,,
эконом,экономический; экономика; социально-экономический; экономист; экономия; экономить; торгово-экономический; технико-экономический; финансово-экономический; политэкономия; военно-экономический; эконом; общественно-экономический; общеэкономический; экономико-математический; экономико-статистический; внеэкономический; экономиться; агроэкономический; внутриэкономический; высокоэкономичный; инженер-экономист; лесоэкономический; малоэкономичный; неэкономичный; неэкономный; сверхэкономичный; учетно-экономический; экономгеография; экономизм; экономико-географический; экономничать,,
экономич,политико-экономический,,
экономл,наэкономленный; сэкономленный,,
экран,экран; телеэкран; экранизация; экранный; экранизировать; киноэкран; экранировать; экранирование; первоэкранный; подэкранный; полиэкран; светоэкран; широкоэкранный; экранизирование; экранизированный; экранизироваться; экранированный; экранироваться; экранировка,,
экс,лесоэкспорт,,
экседр,экседра,,
эксит,экситон,,
экскав,экскаватор; экскаваторщик; экскавация,,
экскурс,экскурсия; экскурс; экскурсионно-туристский; экскурсоводческий,,
экслибрис,экслибрис,,
экспанс,экспансия; экспансивный; экспансивность; экспансионизм; экспансионистский,,
экспед,экспедиция; экспедиционный; экспедиторский; экспедирование; экспедировать; экспедироваться; экспедиционно-транспортный,,
экспедици,транспортно-экспедиционный,,
эксперимент,эксперимент; экспериментальный; экспериментировать; экспериментально-психологический; экспериментирование; научно-экспериментальный; опытно-экспериментальный; проектно-экспериментальный; экспериментально-конструкторский; экспериментально-физиологический; экспериментаторство,,
эксперт,эксперт; экспертиза; экспертный,,
экспертиз,ветсанэкспертиза,,
экспир,экспираторный,,
эксплик,экспликация,,
эксплиц,эксплицированный; эксплицировать; эксплицироваться,,
эксплоз,эксплозивный; эксплозия,,
эксплуат,эксплуатация; эксплуатационный; эксплуатировать; эксплуатироваться; эксплуататор; эксплуататорский; жилищно-эксплуатационный; лесоэксплуатационный; лесоэксплуатация; эксплуатационно-транспортный,,
экспози,экспозиметр,,
экспозици,экспозиция,,
экспон,экспонат; экспоненциальный; экспонатный; экспонированный,,
экспорт,реэкспорт; реэкспортировать,,
экспресс,экспресс; экспрессивный; экспрессионизм; экспресс-анализ; экспресс-издание; экспресс-лаборатория; экспресс-стирка; экспрессивность; экспрессионист; экспрессионистический; экспрессионистский; экспрессный,,
экспромт,экспромт,,
экспропри,экспроприация; экспроприировать; экспроприатор; экспроприированный; экспроприироваться,,
экссудат,экссудат; экссудативный,,
экссудац,экссудация,,
экстаз,экстаз,,
экстат,экстатический; экстатичный,,
экстер,экстерорецептор; экстерорецепция,,
экстерн,экстерном; экстерн; экстернат,,
экстирпаци,экстирпационный; экстирпация,,
экстр,экстра,,
экстраг,экстрагировать; экстрагент; экстрагирование; экстрагироваться,,
экстрадици,экстрадиция,,
экстрак,экстракция; вакуум-экстракция; экстракционный,,
экстракт,экстракт; экстрактивный; экстрактовый; экстрактор,,
экстракц,маслоэкстракционный,,
экстрем,экстремальный; экстремизм; экстремист; экстремистский,,
экстренн,экстренный,,
экструз,гидроэкструзия,,
эксцентр,эксцентричный; эксцентрический; эксцентрик; эксцентричность; эксцентриада; эксцентриковый,,
экто,эктогенез; эктодерма; эктодермальный; эктопаразит,,
эктоп,эктопический; эктопия,,
экумен,экуменический; экуменизм,,
эласт,эластичность; эластичный; эластический; эластик; эластомер; эластопласт,,
эластич,малоэластичный,,
элеватор,элеватор; гидроэлеватор; элеваторный,,
