Number,Lemma,PoS,reason,tikhonov_roots_raw,deterministic_roots,kuznetsova_homonym_candidates,notes,roots
38910,синтезатор,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38913,синтепон,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38915,синтетический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38922,синхронно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38923,синхронность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38925,синхротронный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38926,синхрофазотрон,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38927,синь,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38930,синьора,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38933,сионизм,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38935,сионистский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38936,сионский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38939,сипло,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38941,сир,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38942,сирена,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38947,сирконстант,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38949,сиропчик,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38952,сиротливо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38958,систематизация,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38961,систематически,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38962,систематический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38963,систематичность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38964,системно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38965,системность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38966,системный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38967,системообразующий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38970,сити,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38974,ситро,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38982,сицилианский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38983,сицилийский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38984,сиюминутный,a,lemma_level_conflict,"си,ю,минут","ю,минут",,Root-level mapping escalated си to lemma-level conflict,
38986,сиянье,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38990,скабрезный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38991,скажем,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
38992,скажи-ка,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39002,сказочно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39021,скальпель,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39022,скалярный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39029,скандально,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39037,сканер,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39038,сканирование,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39039,сканировать,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39041,скарабей,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39059,скачкообразный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39067,скверно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39069,сквернословить,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39077,сквош,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39078,скейт,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39081,скепсис,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39084,скептически,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39085,скептический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39086,скерцо,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39091,скин,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39094,скинхед,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39095,скипетр,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39106,скифский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39111,складно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39130,склероз,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39151,скованно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39162,сколиоз,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39168,скользко,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39176,скомпрометировать,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39178,сконфуженно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39181,сконцентрировать,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39193,скорая,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39195,скорбно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39199,скорейший,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39202,скорлупка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39206,скороговорка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39207,скоропалительный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39209,скоропостижно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39211,скороспелый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39214,скорострельный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39216,скоросшиватель,s,lemma_level_conflict,"скор,ши",скор-1,,Conflicting automatic candidates across lemmas: ши|шик-2,
39218,скоротечность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39222,скорректировать,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39229,скособочить,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39242,скотч,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39243,скраб,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39250,скрежетнуть,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39251,скрепер,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39267,скрининг,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39276,скрипуче,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39280,скромненько,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39283,скромно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39286,скрупулезно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39287,скрупулезность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39295,скрытно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39298,скрыто,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39306,скудно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39320,скунс,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39321,скуп,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39327,скупо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39332,скурвиться,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39333,скутер,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39338,скучнейший,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39339,скучно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39340,скучновато,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39344,скушный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39345,слабак,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39346,слабейший,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39347,слабенек,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39351,слабинка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39355,слабо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39356,слабовато,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39360,слаборазвитый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39361,слабосильный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39372,славкин,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39373,славно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39375,славословие,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39379,славянофил,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39391,сладко,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39393,сладкоголосый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39394,сладкое,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39396,сладостно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39398,сладострастие,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39399,сладострастно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39402,сладчайший,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39403,слаженно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39408,слалом,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39417,следак,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39426,следопыт,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39429,следущий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39430,следующее,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39441,слезно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39446,слепая,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39451,слепо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39456,слепящий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39474,слизистая,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39483,слитно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39504,словесно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39511,словоизменительный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39514,словообразовательный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39521,слоган,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39527,сложнейший,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39528,сложно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39543,слонимский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39545,слоновий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39549,слот,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39572,случаем,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39574,случайно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39578,случившееся,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39581,слушай-ка,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39587,слушающий,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39593,слышание,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39598,слышно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39630,смачно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39655,смертельно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39665,смерш,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39666,смершевец,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39674,сметанка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39676,сметка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39681,смеховой,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39682,смехотворно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39693,смешно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39704,смиренно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39709,смирно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39710,смирновский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39719,смоленский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39747,смотри-ка,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39749,смотрите-ка,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39758,смурной,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39762,смутно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39768,смущенно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39774,смыкание,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39780,смыслообразование,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39781,смыслообразующий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39786,смышленый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39791,смягченный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39815,сначала,adv,lemma_level_conflict,ча,,,Conflicting automatic candidates across lemmas: ч-1|ча(j)-1|ча(j)-2,
39821,снегоуборочный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39828,снежно-белый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39841,сникерс,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39847,снисходительно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39857,сновидение,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39860,сноровисто,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39864,сноси,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39868,сносно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39870,снотворное,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39871,снотворный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39872,сноуборд,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39895,собираемость,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39902,собкор,s,lemma_level_conflict,"соб,кор",соб,,Conflicting automatic candidates across lemmas: кор-1|кор-2|короч-2,
39906,соблазнительно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39930,собровец,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39934,собственноручно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39944,совдепия,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39949,совершеннейший,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39950,совершенно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39970,советско-германский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
39986,совместно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40006,современно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40010,совсем-совсем,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40022,согласованно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40049,содержательно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40063,соевый,a,lemma_level_conflict,со,,,Root-level mapping escalated со to lemma-level conflict,
40080,созваниваться,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40105,сознательно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40131,сокольнический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40137,сокращенно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40146,сокрушенно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40154,сокурсница,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40164,соленость,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40167,солженицынский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40169,солидарно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40172,солидно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40175,солидол,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40176,соликамский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40179,солистка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40181,солнечно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40182,солнечногорский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40185,солнцевский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40186,солнцезащитный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40189,соло,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40190,соло,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40192,соловецкий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40193,соловьевский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40200,соломонов,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40208,сольфеджио,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40215,соматический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40216,сомик,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40225,сомненье,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40226,сомнительно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40232,сонин,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40236,сонно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40256,соосный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40266,соотнесенность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40272,сопереживание,s,lemma_level_conflict,жи,,,Conflicting automatic candidates across lemmas: жи|жил,
40286,сополимер,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40293,сопрано,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40295,сопредседатель,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40308,сопромат,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40324,сорбент,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40325,сорбировать,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40326,сорбционный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40327,сорбция,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40339,сормовский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40347,сорокапятилетний,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40348,сорокинский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40350,сороконожка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40354,сортимент,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40356,сортирный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40371,сосец,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40383,сослагательный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40390,сослужение,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40395,сосновский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40399,сособственник,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40403,сосредоточение,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40404,сосредоточенно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40408,сосредоточиваться,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40418,составляющая,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40434,состыковать,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40436,состязательность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40446,сосущий,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40448,сота,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40449,сотая,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40453,сотворять,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40477,соучредитель,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40478,софа,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40480,софийский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40481,софистика,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40482,софит,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40483,софт,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40495,соцзащита,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40496,социал-демократ,s,lemma_level_conflict,"социал,дем,крат","социал,крат",,Root-level mapping escalated дем to lemma-level conflict,
40497,социал-демократический,a,lemma_level_conflict,"социал,дем,крат","социал,крат",,Root-level mapping escalated дем to lemma-level conflict,
40498,социал-демократия,s,lemma_level_conflict,"социал,дем,крат","социал,крат",,Root-level mapping escalated дем to lemma-level conflict,
40503,социалка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40504,социально,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40505,социально-бытовой,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40506,социально-демографический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40507,социально-исторический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40508,социально-культурный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40510,социально-правовой,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40512,социальность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40513,социально-трудовой,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40514,социально-экологический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40518,социолог,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40523,соцлагерь,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40527,соцтруд,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40543,сочно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40546,сочувственно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40561,соя,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40562,спа,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40563,спагетти,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40576,спам,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40578,спанье,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40579,спаржа,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40582,спарринг,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40584,спартаковец,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40585,спартаковский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40586,спартанец,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40587,спартанский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40594,спасенье,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40595,спасибо,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40596,спасибо,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40599,спасительно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40602,спасо-преображенский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40603,спассеровать,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40604,спасский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40617,спектроскопия,s,lemma_level_conflict,"спектр,скоп",спектр,,Conflicting automatic candidates across lemmas: коп-2|скоп,
40625,спелеологический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40632,сперма,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40635,спертый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40639,спеться,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40642,спецвыпуск,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40643,спецгруппа,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40644,спецдепозитарий,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40645,спецзадание,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40646,спецзаказ,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40651,специалист,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40653,специально,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40654,специальность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40658,специфически,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40659,специфический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40660,специфичность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40661,специфичный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40663,спецкор,s,lemma_level_conflict,"спец,кор",спец,,Conflicting automatic candidates across lemmas: кор-1|кор-2|короч-2,
40665,спецназ,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40666,спецназовец,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40667,спецназовский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40669,спецодежда,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40670,спецоперация,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
40671,спецотдел,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
