tikhonov_root,auto_candidates,resolution_kind,resolved_root,resolved_canonical_root,kuznetsova_homonym_candidates,notes
фонтан,фонтан,deterministic,фонтан,фонтан,,
фор,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
форвард,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
форд,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фордзон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фордыбач,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
форез,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
форейтор,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
форел,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
форель,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
форинт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
форм,форм,deterministic,форм,форм,,
формат,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
формл,форм,deterministic,форм,форм,,
формул,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
формуляр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
форс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
форсунк,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
форсуноч,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
форт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фортель,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фортепьян,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
форточ,форточ,deterministic,форточ,фортк,,
форточк,форточ,deterministic,форточ,фортк,,
фортун,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
форум,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
форшмак,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
форштадт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фос,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фосген,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фоск,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фосф,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фосфор,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фот,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фото,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фофан,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фрагмент,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фраер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фраз,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фраки,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фракци,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фрамуж,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
франк,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
франко,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
франт,франт,deterministic,франт,франт,,
франц,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
француж,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
француз,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
франч,франч,deterministic,франч,франт,,
фрапп,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фраст,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фратр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фрахт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фрач,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фрегат,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фрез,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фрейд,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фрейлин,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фрейм,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
френ,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
френч,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фреон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фреск,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фривольн,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фриги,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фригидн,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фригий,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фриз,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фрик,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фрикадельк,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фристайл,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фритюр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фриш,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фронд,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фронт,фронт,deterministic,фронт,фронт,,
фронтон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фрукт,фрукт,deterministic,фрукт,фрукт,,
фтизи,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фтонг,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фтор,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фу,фук,deterministic,фук,фук,,
фуг,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фуганок,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фуганоч,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фугас,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фуж,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фужер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фузе,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фузи,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фук,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фукс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фукси,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фуляр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фунд,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фундамент,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фундук,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фуникулер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
функц,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
функци,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фунт,фунт,deterministic,фунт,фунт,,
фур,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фураж,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фуражеч,фуражеч,deterministic,фуражеч,фуражеч,,
фуражк,фуражк,deterministic,фуражк,фуражеч,,
фургон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фури,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фурк,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фурнитур,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фурор,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фурч,фурч,deterministic,фурч,фурч,,
фурье,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фусц,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фут,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
футбол,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
футер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
футляр,футляр,deterministic,футляр,футляр,,
футур,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фуфаеч,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фуфай,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фуфыр,фуфыр,deterministic,фуфыр,фуфыр,,
фыр,фырк,deterministic,фырк,фыр,,
фьельд,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фэ,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фюзеляж,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
фюрер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
х,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ха,ха(j),deterministic,ха(j),ха(j),,
хабанер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хабар,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хав,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хавбек,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хавронь,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хадж,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хаж,хаж,deterministic,хаж,хаж,,
хаз,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хазар,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хай,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хайл,ха(j),deterministic,ха(j),ха(j),,
хакас,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
халат,халат,deterministic,халат,халат,,
халв,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
халд,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
халдей,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
халиф,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
халтур,халтур,deterministic,халтур,халтур,,
халцедон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хам,хам,deterministic,хам,хам,,
хамит,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хамовн,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хамс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хан,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хандр,хандр,deterministic,хандр,хандр,,
ханж,ханж,deterministic,ханж,ханж,,
ханурик,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хаос,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хаот,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хап,хап,deterministic,хап,хап,,
хар,харк,deterministic,харк,харк,,
характер,характер,deterministic,характер,характер,,
харатей,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
харать,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хариус,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
харк,харк,deterministic,харк,харк,,
харти,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
харч,харч,deterministic,харч,харч,,
хат,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хафиз,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хахаль,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хвал,хвал,deterministic,хвал,хвал,,
хваль,хвал,deterministic,хвал,хвал,,
хвар,хвар,deterministic,хвар,хвар,,
хваст,хваст,deterministic,хваст,хваст,,
хват,хват,deterministic,хват,хват,,
хвач,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хво,хво(j),deterministic,хво(j),хво(j),,
хвой,хво(j),deterministic,хво(j),хво(j),,
хвор,хвор,deterministic,хвор,хвар,,
хворост,хворост,deterministic,хворост,хворост,,
хворь,хвор,deterministic,хвор,хвар,,
хвост,хвост,deterministic,хвост,хвост,,
хвостник,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хвость,хвост,deterministic,хвост,хвост,,
хвощ,хвощ,deterministic,хвощ,хвощ,,
хевсур,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хек,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хем,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хер,хер,deterministic,хер,хер,,
херес,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
херувим,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хетт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хеш,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хи,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хибар,хибар,deterministic,хибар,хибар,,
хив,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хиджр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хил,хил,deterministic,хил,хил,,
хим,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
химер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хими,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
химк,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хин,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хинду,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хипп,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хир,хир,deterministic,хир,хир,,
хиро,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хирург,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хит,хит,deterministic,хит,хит,,
хитин,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хитон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хитр,хитр,deterministic,хитр,хитр,,
хищ,хищ,deterministic,хищ,хит,,
хлад,хлад,deterministic,хлад,хлад,,
хлажд,хлажд,deterministic,хлажд,хлад,,
хлам,хлам,deterministic,хлам,хлам,,
хламид,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хламидомонад,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хламл,хлам,deterministic,хлам,хлам,,
хлеб,хлеб-1|хлеб-2,homonym,,,хлеб-1|хлеб-2,
хлебь,хлеб-1,deterministic,хлеб-1,хлеб-1,,
хлев,хлев,deterministic,хлев,хлев,,
хлест,хлест,deterministic,хлест,хлест,,
хлестаков,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хлещ,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хлип,хлип-1,deterministic,хлип-1,хлип-1,,
хлобыст,хлобыст,deterministic,хлобыст,хлобыст,,
хлоп,хлоп,deterministic,хлоп,хлоп,,
хлопат,хлоп,deterministic,хлоп,хлоп,,
хлопец,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хлопк,хлоп,deterministic,хлоп,хлоп,,
хлопок,хлоп,deterministic,хлоп,хлоп,,
хлопот,хлоп,deterministic,хлоп,хлоп,,
хлопоч,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хлопч,хлоп,deterministic,хлоп,хлоп,,
хлопь,хлоп,deterministic,хлоп,хлоп,,
хлор,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хлупь,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хлы,хлы,deterministic,хлы,хлы,,
хлыст,хлыст,deterministic,хлыст,хлыст,,
хлыщ,хлыщ,deterministic,хлыщ,хлыст,,
хлюп,хлюп,deterministic,хлюп,хлюп,,
хлюст,хлюст,deterministic,хлюст,хлюст,,
хляб,хляб-2,deterministic,хляб-2,хляб-2,,
хляс,хляс,deterministic,хляс,хляс,,
хляст,хляст,deterministic,хляст,хляс,,
хлястик,хляст,deterministic,хляст,хляс,,
хмарь,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хмел,хмел,deterministic,хмел,хмел,,
хмель,хмел,deterministic,хмел,хмел,,
хмур,хмур,deterministic,хмур,хмур,,
хмурь,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хмы,хмык,deterministic,хмык,хмык,,
хмырь,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хн,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хны,хнык,deterministic,хнык,хнык,,
хо,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хобот,хобот,deterministic,хобот,хобот,,
ход,ход,deterministic,ход,хаж,,
ходж,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ходь,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хож,хож,deterministic,хож,хаж,,
хожд,хожд,deterministic,хожд,хаж,,
хожь,хож,deterministic,хож,хаж,,
хоз,хоз,deterministic,хоз,хоз,,
хозя,хоз,deterministic,хоз,хоз,,
хозяй,хоз,deterministic,хоз,хоз,,
хокке,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хол,хол-1,deterministic,хол-1,хол-1,,
холаж,холаж,deterministic,холаж,хлад,,
холащ,холащ,deterministic,холащ,холащ,,
холе,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
холер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
холк,хол-3,deterministic,хол-3,хол-3,,
холл,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
холль,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
холм,холм,deterministic,холм,холм,,
холмл,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
холод,холод,deterministic,холод,хлад,,
холож,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
холоп,холоп,deterministic,холоп,холоп,,
холост,холост,deterministic,холост,холащ,,
холощ,холощ,deterministic,холощ,холащ,,
холст,холст,deterministic,холст,холст,,
холуй,хол-2,deterministic,хол-2,хал,,
холяв,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хомут,хомут,deterministic,хомут,хомут,,
хомяк,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хомяч,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хондр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хонинг,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хоппер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хор,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хорал,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хораль,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хораш,хораш,deterministic,хораш,хораш,,
хорват,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хорд,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хоре,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хорей,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хорек,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хором,хором,deterministic,хором,хором,,
хорон,хорон,deterministic,хорон,хоран,,
хорош,хорош,deterministic,хорош,хораш,,
хорт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хоругв,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хоругвь,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хорунж,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хорьк,хор,deterministic,хор,хор,,
хорьч,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хот,хот,deterministic,хот,хот,,
хохл,хохл,deterministic,хохл,хохл,,
хохлом,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хохо,хохот,deterministic,хохот,хохат,,
хохол,хохол,deterministic,хохол,хохл,,
хоч,хоч,deterministic,хоч,хот,,
хр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
храбр,храбр,deterministic,храбр,хоробр,,
храм,храм-1|храм-2,homonym,,,храм-1|храм-2,
хран,хран,deterministic,хран,хоран,,
храп,храп,deterministic,храп,храп,,
хребет,хребет,deterministic,хребет,хребет,,
хребт,хребт,deterministic,хребт,хребет,,
хрен,хрен,deterministic,хрен,хрен,,
хрестоматий,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хриз,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хризантем,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хрип,хрип,deterministic,хрип,хрип,,
христ,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
христос,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
христь,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хром,хром,deterministic,хром,храм-2,,
хрон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хроник,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хрумк,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хруп,хруп,deterministic,хруп,хруп,,
хруст,хруст,deterministic,хруст,хруст,,
хрустал,хрустал,deterministic,хрустал,хрустал,,
хрусталь,хрустал,deterministic,хрустал,хрустал,,
хрущ,хрущ,deterministic,хрущ,хруст,,
хрыч,хрыч,deterministic,хрыч,хрыч,,
хрю,хрю,deterministic,хрю,хрю,,
хряк,хряк,deterministic,хряк,хряк,,
хряп,хряп,deterministic,хряп,хряп,,
хряс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хряск,хряск,deterministic,хряск,хряск,,
хряст,хряст,deterministic,хряст,хряск,,
хряч,хряч,deterministic,хряч,хряк,,
хрящ,хрящ,deterministic,хрящ,хряск,,
худ,худ,deterministic,худ,худ,,
худож,худож,deterministic,худож,худож,,
худш,худ,deterministic,худ,худ,,
хуж,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хул,хул,deterministic,хул,хул,,
хулиган,хулиган,deterministic,хулиган,хулиган,,
хуль,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хунхуз,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
хутор,хутор,deterministic,хутор,хутор,,
ц,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цанг,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цап,цап,deterministic,цап,цап,,
цапл,цап,deterministic,цап,цап,,
цапф,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цар,цар,deterministic,цар,цар,,
царап,царап,deterministic,царап,царап,,
царств,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
царь,цар,deterministic,цар,цар,,
цац,цац,deterministic,цац,цац,,
цвес,цвес,deterministic,цвес,цве,,
цвет,цвет,deterministic,цвет,цве,,
цветь,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цвеч,цвеч,deterministic,цвеч,цве,,
цевк,цев,deterministic,цев,цев,,
цед,цед,deterministic,цед,цед,,
цедр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цеж,цеж,deterministic,цеж,цед,,
цез,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цезар,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цезур,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цейс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цейтнот,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цел,цел-1|цел-2,homonym,,,цел-1|цел-2,
целков,цел-2,deterministic,цел-2,цел-2,,
целл,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
целлул,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
целлюл,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
целов,цел-2,deterministic,цел-2,цел-2,,
целова,цел-2,deterministic,цел-2,цел-2,,
целомудр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
целуй,цел-2,deterministic,цел-2,цел-2,,
цель,цел-1|цел-2,homonym,,,цел-1|цел-2,
цемент,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цемянк,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цен,цен,deterministic,цен,цен,,
ценз,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цензур,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
центавр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
центнер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
центр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цео,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цеп,цеп,deterministic,цеп,цеп,,
цепен,цеп,deterministic,цеп,цеп,,
цепл,цеп,deterministic,цеп,цеп,,
цепс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цепь,цеп,deterministic,цеп,цеп,,
цер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
церебр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
церемон,церемон,deterministic,церемон,церемон,,
церемони,церемон,deterministic,церемон,церемон,,
церков,церков,deterministic,церков,церкв,,
цесар,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цесарь,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цет,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цефал,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цех,цех,deterministic,цех,цех,,
циан,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цибул,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цивил,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цивиль,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цигейк,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цид,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цидул,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цикл,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
циклон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
циклоп,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
цикорий,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
