Number,Lemma,PoS,IPM,R,D,Doc,root,root_IPM,imageability,emotional_valence,is_profane
46206,хлестко,adv,0.8,46,86,66,хлест,20.8,2,3,0
29856,подхлестывать,v,0.7,38,85,54,хлест,20.8,3,3,0
29855,подхлестнуть,v,0.6,37,84,48,хлест,20.8,3,3,0
21367,нахлестывать,v,0.5,22,77,33,хлест,20.8,3,3,0
28096,перехлест,s,0.5,30,83,37,хлест,20.8,2,3,0
15556,комендант,s,12.5,88,84,271,коменд,20.7,4,3,0
15558,комендатура,s,5.3,77,81,190,коменд,20.7,3,3,0
15557,комендантский,a,2.9,68,87,128,коменд,20.7,2,3,0
613,аморфный,a,2.9,65,82,163,морф,20.7,1,2,0
19839,морфий,s,1.1,39,78,52,морф,20.7,3,2,0
13184,изоморфный,a,0.9,11,50,27,морф,20.7,1,3,0
13183,изоморфизм,s,0.7,12,54,21,морф,20.7,1,3,0
19841,морфологически,adv,0.5,11,52,20,морф,20.7,1,3,0
19840,морфин,s,0.4,18,73,19,морф,20.7,3,2,0
27315,пацан,s,19.6,88,86,576,пацан,20.7,4,3,0
27316,пацаненок,s,0.7,35,82,42,пацан,20.7,4,4,0
27317,пацанка,s,0.4,17,56,20,пацан,20.7,4,3,0
47742,шоу,s,16.3,96,89,743,шоу,20.7,3,4,0
2928,брезгливо,adv,8.0,80,89,419,брезг,20.6,1,2,0
2929,брезгливость,s,4.2,85,92,266,брезг,20.6,1,2,0
2931,брезговать,v,4.2,90,92,285,брезг,20.6,2,2,0
2930,брезгливый,a,3.3,77,90,233,брезг,20.6,2,2,0
28866,побрезговать,v,0.9,44,86,69,брезг,20.6,2,2,0
8496,деликатный,a,9.6,98,94,546,деликатн,20.6,2,4,0
8494,деликатно,adv,6.9,96,93,429,деликатн,20.6,1,4,0
8495,деликатность,s,4.1,88,92,285,деликатн,20.6,1,4,0
8660,десантник,s,6.7,77,87,244,десант,20.6,4,3,0
8657,десант,s,6.4,90,89,298,десант,20.6,4,3,0
8661,десантный,a,3.6,70,82,167,десант,20.6,3,3,0
8658,десантирование,s,0.5,23,78,31,десант,20.6,3,3,0
8659,десантироваться,v,0.4,26,80,32,десант,20.6,4,3,0
44206,удостоверение,s,16.4,95,89,686,достовер,20.6,4,3,0
44209,удостоверять,v,4.2,73,67,218,достовер,20.6,2,3,0
38591,сенатор,s,11.9,81,87,469,сенат,20.6,4,3,0
38590,сенат,s,6.6,77,86,263,сенат,20.6,4,3,0
38592,сенатский,a,2.1,57,84,102,сенат,20.6,2,3,0
43695,тусклый,a,14.6,94,91,665,туск,20.6,3,2,0
31614,потускнеть,v,3.6,78,90,245,туск,20.6,3,2,0
43696,тускнеть,v,2.4,85,90,179,туск,20.6,3,2,0
3222,буркнуть,v,13.0,78,88,420,бурк-1,20.5,3,2,0
33493,пробурчать,v,5.1,68,87,246,бурк-1,20.5,3,2,0
3232,бурчать,v,2.4,69,89,158,бурк-1,20.5,3,2,0
8778,джаз,s,11.8,92,72,343,джаз,20.5,3,4,0
8782,джазовый,a,5.7,69,70,204,джаз,20.5,3,4,0
8781,джазмен,s,1.1,27,42,32,джаз,20.5,4,3,0
8779,джазист,s,1.0,25,59,29,джаз,20.5,4,3,0
10188,епископ,s,19.2,87,78,389,епископ,20.5,4,3,0
10190,епископский,a,0.8,36,83,45,епископ,20.5,2,3,0
10189,епископат,s,0.5,25,77,35,епископ,20.5,2,3,0
14500,караул,s,9.3,93,88,386,караул,20.5,4,2,0
14501,караулить,v,4.2,67,87,229,караул,20.5,4,2,0
14503,караульный,a,2.8,67,85,121,караул,20.5,3,3,0
14502,караулка,s,1.4,23,62,35,караул,20.5,4,3,0
29366,подкараулить,v,1.1,46,86,91,караул,20.5,4,2,0
29365,подкарауливать,v,0.8,44,84,56,караул,20.5,4,2,0
15006,китаец,s,20.5,99,91,699,кита,20.5,4,3,0
17686,лиса,s,8.7,93,86,329,лис,20.5,5,3,0
17688,лисий,a,2.9,69,89,156,лис,20.5,4,3,0
17689,лисица,s,2.8,75,88,145,лис,20.5,5,3,0
17685,лис,s,2.6,65,68,110,лис,20.5,5,3,0
17690,лисичка,s,1.9,45,69,68,лис,20.5,5,4,0
17687,лисенок,s,1.6,20,41,26,лис,20.5,5,4,0
41011,стаж,s,13.3,98,91,798,стаж,20.5,1,3,0
41015,стажировка,s,3.8,78,84,224,стаж,20.5,2,3,0
41012,стажер,s,1.9,54,84,90,стаж,20.5,4,3,0
41014,стажироваться,v,1.1,48,86,83,стаж,20.5,2,3,0
41013,стажерка,s,0.4,11,50,12,стаж,20.5,4,3,0
1454,баран,s,8.9,97,87,396,баран,20.4,5,2,1
1456,баранина,s,4.3,75,82,152,баран,20.4,5,3,0
1455,бараний,a,4.1,82,89,231,баран,20.4,4,3,0
1464,барашек,s,2.6,79,89,158,баран,20.4,5,4,0
1465,барашковый,a,0.5,25,77,29,баран,20.4,4,3,0
16075,копченый,a,4.9,93,93,313,капч,20.4,4,3,0
16066,копоть,s,3.5,80,90,229,капч,20.4,5,2,0
11277,закоптить,v,3.0,70,89,187,капч,20.4,4,2,0
16072,коптить,v,1.9,68,89,129,капч,20.4,4,3,0
16069,коптилка,s,1.4,40,83,60,капч,20.4,4,3,0
16073,копчение,s,1.2,50,80,65,капч,20.4,3,3,0
33904,прокоптить,v,0.9,43,83,68,капч,20.4,4,3,0
16070,коптильный,a,0.8,13,55,15,капч,20.4,3,3,0
16071,коптильня,s,0.4,19,71,22,капч,20.4,4,3,0
15129,клин,s,8.7,96,93,431,клин-1,20.4,5,3,0
15134,клинок,s,4.4,74,86,150,клин-1,20.4,5,3,0
11223,заклинить,v,2.1,77,91,154,клин-1,20.4,3,2,0
4360,вклиниться,v,1.8,68,89,138,клин-1,20.4,2,3,0
4359,вклиниваться,v,0.7,45,87,58,клин-1,20.4,2,3,0
15138,клинышек,s,0.7,41,85,53,клин-1,20.4,5,3,0
45625,финский,a,17.5,100,92,729,фин,20.4,2,3,0
45620,финка,s,2.5,58,84,99,фин,20.4,4,3,0
46705,цивилизованный,a,18.4,100,91,1180,цивилиз,20.4,1,4,0
46703,цивилизованно,adv,0.9,46,86,69,цивилиз,20.4,1,4,0
46704,цивилизованность,s,0.6,31,82,42,цивилиз,20.4,1,4,0
23111,нецивилизованный,a,0.5,29,82,41,цивилиз,20.4,1,2,0
3652,веко,s,20.3,99,92,868,век-2,20.3,5,3,0
44135,удачно,adv,20.3,100,96,1197,удачн,20.3,1,4,0
46387,храбрый,a,9.0,95,88,423,хоробр,20.3,2,5,0
46386,храбрость,s,6.3,96,94,371,хоробр,20.3,1,5,0
46385,храбро,adv,2.2,68,88,145,хоробр,20.3,1,5,0
46383,храбрец,s,1.4,57,87,97,хоробр,20.3,3,5,0
36443,расхрабриться,v,0.7,36,83,58,хоробр,20.3,2,4,0
46384,храбриться,v,0.7,32,79,45,хоробр,20.3,2,3,0
34103,пропорция,s,9.8,97,91,606,пропорци,20.2,2,3,0
34102,пропорциональный,a,5.1,83,88,332,пропорци,20.2,1,3,0
34100,пропорционально,adv,3.1,77,86,224,пропорци,20.2,1,3,0
9023,диспропорция,s,1.6,53,85,121,пропорци,20.2,2,2,0
34101,пропорциональность,s,0.6,23,74,40,пропорци,20.2,1,3,0
44700,упорно,adv,20.2,100,95,1046,упорн,20.2,1,4,0
2453,благотворительный,a,11.0,89,90,586,благотвор,20.1,1,5,0
2452,благотворительность,s,3.9,85,91,270,благотвор,20.1,1,5,0
2455,благотворный,a,2.5,79,91,196,благотвор,20.1,1,5,0
2454,благотворно,adv,1.9,74,90,165,благотвор,20.1,1,5,0
2451,благотворитель,s,0.8,42,85,63,благотвор,20.1,3,5,0
18619,материк,s,8.2,96,87,313,матер,20.1,4,3,0
18632,матерый,a,5.5,89,84,275,матер,20.1,2,3,0
18630,матерчатый,a,2.1,64,89,141,матер,20.1,3,3,0
18620,материковый,a,1.1,43,83,59,матер,20.1,3,3,0
11421,заматереть,v,0.6,39,84,50,матер,20.1,2,3,0
18627,матерно,adv,0.6,32,82,52,матер,20.1,1,1,1
18629,матерок,s,0.6,34,83,43,матер,20.1,1,1,1
23859,обматерить,v,0.5,28,82,36,матер,20.1,2,1,1
30681,по-матерински,adv,0.5,37,84,48,матер,20.1,2,4,0
246,агрегат,s,18.5,96,87,725,агрегат,20.0,4,3,0
247,агрегатный,a,1.0,36,79,62,агрегат,20.0,2,3,0
9427,доминировать,v,8.0,74,88,517,домин,20.0,2,3,0
9428,доминирующий,a,5.6,70,84,362,домин,20.0,2,3,0
9426,доминирование,s,2.9,49,82,186,домин,20.0,1,3,0
9422,доминанта,s,2.5,62,84,171,домин,20.0,1,3,0
9423,доминантный,a,1.0,32,73,58,домин,20.0,1,3,0
37640,сало,s,14.4,97,90,516,сал-1,20.0,5,3,0
11912,засаленный,a,2.5,65,88,158,сал-1,20.0,4,2,0
37649,сальный,a,2.3,75,86,142,сал-1,20.0,4,2,0
37648,сальник,s,0.8,29,71,39,сал-1,20.0,4,3,0
40828,справедливо,adv,15.7,98,94,978,справедлив,20.0,1,5,0
22860,несправедливо,adv,4.3,95,93,315,справедлив,20.0,1,1,0
7109,гипотеза,s,19.9,98,84,706,гипотез,19.9,1,3,0
14449,капризный,a,8.0,98,95,534,каприз,19.9,2,2,0
14446,каприз,s,7.1,95,93,437,каприз,19.9,1,2,0
14447,капризничать,v,2.9,85,91,217,каприз,19.9,2,2,0
14448,капризно,adv,1.9,65,87,134,каприз,19.9,1,2,0
24956,окутать,v,4.9,87,92,318,кут-1,19.9,4,3,0
11340,закутать,v,3.1,77,90,210,кут-1,19.9,4,3,0
44396,укутать,v,2.8,72,90,192,кут-1,19.9,4,4,0
17094,кутаться,v,2.7,72,89,186,кут-1,19.9,4,3,0
24958,окутывать,v,2.0,73,90,154,кут-1,19.9,4,3,0
11341,закутаться,v,1.4,56,85,96,кут-1,19.9,4,3,0
17093,кутать,v,0.8,37,81,54,кут-1,19.9,4,3,0
44398,укутывать,v,0.8,45,85,58,кут-1,19.9,4,4,0
24957,окутаться,v,0.6,30,80,45,кут-1,19.9,4,3,0
24959,окутываться,v,0.4,29,83,31,кут-1,19.9,4,3,0
23355,номинация,s,9.1,57,85,409,номин,19.9,1,3,0
23353,номинальный,a,6.2,75,80,292,номин,19.9,1,3,0
23351,номинал,s,2.2,55,83,124,номин,19.9,2,3,0
23352,номинально,adv,1.2,52,88,96,номин,19.9,1,3,0
8576,деноминация,s,0.8,31,76,51,номин,19.9,1,3,0
21729,неденоминированный,a,0.4,24,79,31,номин,19.9,1,3,0
26961,панель,s,16.6,98,90,746,панель,19.9,4,3,0
26962,панельный,a,2.6,67,88,141,панель,19.9,3,3,0
47464,швейцарский,a,11.0,97,92,564,швейцар,19.9,2,3,0
47461,швейцар,s,5.6,82,88,233,швейцар,19.9,4,3,0
47462,швейцарец,s,2.9,70,87,154,швейцар,19.9,4,3,0
47463,швейцарка,s,0.4,26,80,32,швейцар,19.9,4,3,0
15837,констатировать,v,16.9,98,94,1110,констат,19.8,1,3,0
15836,констатация,s,2.5,74,89,187,констат,19.8,1,3,0
15838,констатироваться,v,0.4,24,80,34,констат,19.8,1,3,0
31762,почка,s,16.2,100,89,694,почеч,19.8,5,3,0
31745,почечный,a,2.1,45,62,77,почеч,19.8,4,3,0
20496,надпочечник,s,1.0,27,58,38,почеч,19.8,4,3,0
26291,отпочковаться,v,0.5,30,82,41,почеч,19.8,4,3,0
41150,статуя,s,16.1,99,91,582,стату,19.8,5,3,0
1090,аспирант,s,8.3,91,90,374,аспирант,19.7,4,3,0
1093,аспирантура,s,7.5,93,89,336,аспирант,19.7,2,3,0
1091,аспирантка,s,3.2,62,45,82,аспирант,19.7,4,3,0
1092,аспирантский,a,0.7,34,82,47,аспирант,19.7,2,3,0
12966,извилистый,a,5.5,94,93,356,вил,19.7,4,3,0
4233,вилять,v,3.6,72,88,218,вил,19.7,4,2,0
35297,развилка,s,2.8,80,89,167,вил,19.7,4,3,0
12965,извилина,s,2.7,75,78,151,вил,19.7,4,3,0
4231,вильнуть,v,2.3,54,86,148,вил,19.7,4,3,0
43959,увиливать,v,1.2,51,86,86,вил,19.7,2,2,0
43960,увильнуть,v,1.0,51,86,79,вил,19.7,2,2,0
10754,завилять,v,0.6,24,77,39,вил,19.7,4,3,0
8839,диапазон,s,19.7,90,85,1039,диапазон,19.7,1,3,0
16635,криминальный,a,19.7,100,92,958,криминаль,19.7,2,2,0
37331,рояль,s,19.7,93,91,556,рояль,19.7,5,3,0
37556,рябой,a,6.0,67,77,188,ряб,19.7,4,2,0
37551,рябина,s,5.0,88,83,222,ряб,19.7,5,4,0
37558,рябь,s,3.4,76,89,211,ряб,19.7,4,3,0
37557,рябчик,s,1.8,52,84,80,ряб,19.7,5,3,0
37554,рябить,v,1.6,64,88,121,ряб,19.7,4,2,0
11901,зарябить,v,0.5,31,82,40,ряб,19.7,4,3,0
37552,рябинка,s,0.5,25,75,29,ряб,19.7,4,2,0
37555,рябоватый,a,0.5,24,76,31,ряб,19.7,3,2,0
37553,рябиновый,a,0.4,24,77,29,ряб,19.7,4,4,0
1949,белорусский,a,15.4,98,91,626,белорус,19.6,2,3,0
1948,белорус,s,3.8,79,88,209,белорус,19.6,4,3,0
4306,висок,s,18.0,93,90,702,висок,19.6,5,3,0
4308,височный,a,1.6,29,30,32,висок,19.6,4,3,0
16229,корточки,s,12.0,82,89,507,корт,19.6,4,3,0
16226,корт,s,7.6,75,55,236,корт,19.6,4,3,0
2044,бескорыстный,a,5.5,96,93,354,корыст,19.6,1,5,0
16237,корыстный,a,4.7,90,92,322,корыст,19.6,1,1,0
16239,корысть,s,3.7,92,92,241,корыст,19.6,1,1,0
2043,бескорыстно,adv,3.0,85,93,216,корыст,19.6,1,5,0
2042,бескорыстие,s,1.9,73,90,135,корыст,19.6,1,5,0
19278,минеральный,a,17.7,98,90,836,минераль,19.6,2,3,0
21695,негр,s,14.5,95,92,506,негр,19.6,4,2,0
21701,негритянский,a,2.7,73,86,137,негр,19.6,3,2,0
21700,негритянка,s,1.4,54,86,83,негр,19.6,4,2,0
21699,негритенок,s,1.0,37,73,41,негр,19.6,4,2,0
29649,подражать,v,9.8,98,94,539,подраж,19.6,2,3,0
29646,подражание,s,6.6,93,93,434,подраж,19.6,1,3,0
22424,неподражаемый,a,1.7,65,88,119,подраж,19.6,1,5,0
29647,подражатель,s,1.0,46,83,70,подраж,19.6,3,2,0
29648,подражательный,a,0.5,29,81,36,подраж,19.6,1,3,0
37536,рычать,v,7.7,82,89,375,рык,19.6,4,2,0
11899,зарычать,v,4.0,60,86,223,рык,19.6,4,2,0
37508,рык,s,2.7,76,88,164,рык,19.6,4,2,0
37535,рычание,s,1.9,60,87,120,рык,19.6,4,2,0
34160,прорычать,v,1.7,43,83,90,рык,19.6,4,2,0
37510,рыкнуть,v,1.2,40,81,76,рык,19.6,4,2,0
37509,рыкать,v,0.4,22,78,32,рык,19.6,4,2,0
233,агитация,s,8.7,96,91,437,агит,19.5,1,3,0
231,агитатор,s,3.2,70,85,146,агит,19.5,3,2,0
234,агитировать,v,3.0,84,91,212,агит,19.5,2,3,0
232,агитационный,a,2.4,57,82,131,агит,19.5,1,3,0
236,агитпроп,s,0.9,35,82,57,агит,19.5,2,2,0
235,агитка,s,0.5,29,80,38,агит,19.5,3,2,0
37590,сагитировать,v,0.4,31,84,35,агит,19.5,2,3,0
1402,банальный,a,13.6,100,94,851,банальн,19.5,1,2,0
1401,банальность,s,3.8,89,92,258,банальн,19.5,1,2,0
1400,банально,adv,1.7,66,89,140,банальн,19.5,1,2,0
1399,банальнейший,a,0.4,26,81,32,банальн,19.5,1,2,0
9953,душ,s,16.1,97,93,671,душ-2,19.5,5,3,0
9955,душевая,s,1.7,60,86,101,душ-2,19.5,5,3,0
9961,душевой,a,1.7,67,87,120,душ-2,19.5,3,3,0
12798,игнорировать,v,12.2,99,94,765,игнор,19.5,2,2,0
33809,проигнорировать,v,3.6,82,91,268,игнор,19.5,2,2,0
12797,игнорирование,s,2.1,56,83,158,игнор,19.5,1,2,0
12799,игнорироваться,v,1.6,57,87,126,игнор,19.5,1,2,0
15317,козел,s,19.5,96,91,726,козел,19.5,5,2,1
28416,пирамида,s,16.0,99,91,644,пирамид,19.5,5,3,0
28418,пирамидка,s,1.7,55,77,76,пирамид,19.5,5,3,0
28417,пирамидальный,a,1.4,56,87,94,пирамид,19.5,4,3,0
28419,пирамидный,a,0.4,7,29,7,пирамид,19.5,4,3,0
825,античный,a,14.5,96,85,501,антич,19.4,2,4,0
824,античность,s,4.9,66,69,149,антич,19.4,1,4,0
21611,невозможность,s,19.4,99,90,1136,возмож,19.4,1,2,0
14155,каблук,s,16.3,95,91,659,каблук,19.4,5,3,0
14156,каблучок,s,3.1,68,90,198,каблук,19.4,5,3,0
37895,саратовский,a,18.5,84,89,682,саратов,19.4,2,3,0
37894,саратовец,s,0.9,39,81,59,саратов,19.4,4,3,0
41010,стадо,s,18.6,98,93,730,стад,19.4,5,2,0
41009,стадный,a,0.8,41,85,55,стад,19.4,2,2,0
41062,старательно,adv,19.4,98,92,854,старател,19.4,1,4,0
46722,цилиндр,s,12.5,95,91,487,цилиндр,19.4,5,3,0
46724,цилиндрический,a,4.1,66,76,159,цилиндр,19.4,4,3,0
46725,цилиндровый,a,1.7,37,79,81,цилиндр,19.4,3,3,0
46723,цилиндрик,s,0.6,28,69,32,цилиндр,19.4,5,3,0
31345,поспешно,adv,19.3,91,88,575,поспеш,19.3,1,3,0
34631,прут,s,9.6,94,91,403,прут,19.3,5,3,0
34632,прутик,s,8.9,65,64,149,прут,19.3,5,3,0
34633,пруток,s,0.8,27,77,40,прут,19.3,5,3,0
37850,сани,s,12.6,91,89,348,сан-2,19.3,5,3,0
37858,санки,s,4.9,83,88,220,сан-2,19.3,5,4,0
37862,санный,a,0.9,42,83,55,сан-2,19.3,4,3,0
37865,саночки,s,0.9,42,82,56,сан-2,19.3,5,4,0
893,аппетит,s,15.3,99,96,841,аппетит,19.2,1,4,0
895,аппетитный,a,2.4,78,91,182,аппетит,19.2,3,4,0
894,аппетитно,adv,1.1,50,87,92,аппетит,19.2,2,4,0
21487,неаппетитный,a,0.4,24,78,31,аппетит,19.2,3,2,0
1512,бархатный,a,11.3,98,94,559,бархат,19.2,4,4,0
1510,бархат,s,5.4,90,91,289,бархат,19.2,5,4,0
1511,бархатистый,a,1.5,64,89,109,бархат,19.2,4,4,0
1513,бархатцы,s,0.5,26,76,38,бархат,19.2,5,4,0
1514,бархотка,s,0.5,23,72,27,бархат,19.2,4,3,0
13679,интимный,a,15.6,100,82,691,интим,19.2,2,4,0
13676,интим,s,1.4,55,85,96,интим,19.2,2,4,0
13677,интимно,adv,1.1,63,89,87,интим,19.2,1,4,0
13678,интимность,s,1.1,59,88,84,интим,19.2,1,4,0
15132,клинический,a,17.4,95,78,571,клин,19.2,1,3,0
15131,клинически,adv,0.9,22,63,55,клин,19.2,1,3,0
15137,клинский,a,0.9,35,81,50,клин,19.2,2,3,0
25344,орбита,s,15.0,95,82,552,орбит,19.2,4,3,0
25345,орбитальный,a,4.2,60,57,124,орбит,19.2,3,3,0
28480,питерский,a,16.5,87,90,839,питер,19.2,2,3,0
28479,питерец,s,2.7,53,86,150,питер,19.2,4,3,0
35886,раковина,s,13.9,96,89,535,рак-1,19.2,5,3,0
35889,ракушка,s,4.4,87,89,221,рак-1,19.2,5,3,0
35873,рака,s,0.9,36,81,56,рак-1,19.2,5,3,0
36928,репортаж,s,10.1,88,82,477,репорт,19.2,3,3,0
36929,репортер,s,7.4,86,86,331,репорт,19.2,4,3,0
36930,репортерский,a,0.7,29,70,35,репорт,19.2,2,3,0
42867,тлеть,v,4.7,88,90,297,тл-1,19.2,4,2,0
14005,истлеть,v,2.1,67,90,157,тл-1,19.2,4,2,0
22924,нетленный,a,1.9,68,87,134,тл-1,19.2,2,4,0
42869,тля,s,1.4,47,80,67,тл-1,19.2,5,2,0
36363,растление,s,1.2,53,86,83,тл-1,19.2,1,1,0
42864,тление,s,1.2,51,79,91,тл-1,19.2,3,1,0
45090,утлый,a,1.2,53,88,90,тл-1,19.2,3,2,0
42863,тлен,s,1.1,51,86,84,тл-1,19.2,2,1,0
36364,растленный,a,0.7,44,86,53,тл-1,19.2,2,1,0
42865,тленный,a,0.6,30,75,45,тл-1,19.2,2,1,0
48316,эмигрант,s,13.4,95,91,520,эмигрант,19.2,4,3,0
48318,эмигрантский,a,5.4,74,87,208,эмигрант,19.2,2,3,0
4200,виза,s,15.7,96,92,615,виз,19.1,4,3,0
4216,визовый,a,1.5,43,81,100,виз,19.1,2,3,0
1685,безвизовый,a,1.2,37,79,72,виз,19.1,2,4,0
10753,завизировать,v,0.7,35,84,55,виз,19.1,2,3,0
4253,виноград,s,10.4,99,92,476,виноград,19.1,5,4,0
4257,виноградный,a,4.2,88,90,240,виноград,19.1,4,4,0
4256,виноградник,s,3.5,81,89,179,виноград,19.1,5,4,0
4254,виноградарь,s,0.5,20,72,24,виноград,19.1,4,3,0
4255,виноградина,s,0.5,26,76,33,виноград,19.1,5,4,0
21652,невыносимо,adv,7.0,90,92,412,нос,19.1,1,1,0
23406,носочек,s,1.8,66,87,113,нос,19.1,5,3,0
36916,репертуар,s,17.2,96,90,644,репертуар,19.1,1,3,0
36917,репертуарный,a,1.9,46,83,108,репертуар,19.1,1,3,0
46018,хамство,s,6.0,90,93,349,хам,19.1,1,1,0
46012,хам,s,5.2,83,91,264,хам,19.1,3,1,1
46014,хамить,v,3.2,77,88,189,хам,19.1,2,1,0
46017,хамский,a,2.1,78,91,155,хам,19.1,1,1,0
21360,нахамить,v,0.9,48,86,69,хам,19.1,2,1,0
46016,хамоватый,a,0.7,48,88,61,хам,19.1,1,1,0
31657,по-хамски,adv,0.6,36,83,44,хам,19.1,1,1,0
46015,хамка,s,0.4,27,78,32,хам,19.1,3,1,1
4324,витрина,s,19.0,98,94,815,витрин,19.0,5,3,0
13716,инфляция,s,16.6,86,88,729,инфл,19.0,1,2,0
13715,инфляционный,a,1.9,48,84,113,инфл,19.0,1,2,0
7093,гиперинфляция,s,0.5,21,73,29,инфл,19.0,1,1,0
13769,иркутский,a,18.3,81,84,614,иркут,19.0,2,3,0
13770,иркутянин,s,0.7,24,78,46,иркут,19.0,4,3,0
22309,неопределенность,s,12.6,99,78,604,определ,19.0,1,2,0
22308,неопределенно,adv,5.9,91,90,351,определ,19.0,1,2,0
22311,неопределимый,a,0.5,27,80,36,определ,19.0,1,3,0
1196,аукцион,s,17.0,87,86,624,аукцион,18.9,4,3,0
1197,аукционный,a,1.9,41,78,88,аукцион,18.9,2,3,0
8815,диагноз,s,18.9,98,92,893,диагноз,18.9,2,2,0
15806,консервативный,a,9.7,89,90,576,консерват,18.9,1,3,0
15808,консерватор,s,4.8,75,85,231,консерват,18.9,3,3,0
15807,консерватизм,s,3.9,72,84,195,консерват,18.9,1,3,0
15804,консервативно,adv,0.5,32,83,45,консерват,18.9,1,3,0
19579,модуль,s,16.5,62,75,435,модуль,18.9,3,3,0
19580,модульный,a,2.4,45,78,137,модуль,18.9,2,3,0
41313,стихия,s,18.9,97,93,895,стихи,18.9,4,3,0
43561,трус,s,8.5,90,90,401,трус-3,18.9,3,1,1
43563,трусить,v,3.5,73,89,219,трус-3,18.9,2,2,0
43573,труха,s,2.4,67,88,153,трус-3,18.9,4,2,0
43570,трусца,s,1.8,55,79,119,трус-3,18.9,4,3,0
43574,трухлявый,a,1.5,45,84,96,трус-3,18.9,4,2,0
12181,затрусить,v,0.6,29,82,40,трус-3,18.9,4,3,0
31601,потрусить,v,0.6,35,83,52,трус-3,18.9,4,3,0
46070,хата,s,17.7,88,79,330,хат,18.9,5,3,0
46071,хатка,s,1.2,40,80,50,хат,18.9,5,4,0
580,амбиция,s,13.2,96,92,860,амбици,18.8,1,4,0
579,амбициозный,a,5.0,80,90,408,амбици,18.8,1,4,0
578,амбициозность,s,0.6,34,82,49,амбици,18.8,1,4,0
1523,бас,s,11.4,91,92,520,бас,18.8,4,3,0
33447,пробасить,v,1.9,45,83,92,бас,18.8,3,3,0
1526,басить,v,1.1,48,84,78,бас,18.8,3,3,0
1539,басовый,a,1.0,39,82,60,бас,18.8,3,3,0
1538,басовитый,a,0.9,53,88,70,бас,18.8,3,3,0
1540,басок,s,0.7,33,81,49,бас,18.8,4,3,0
1525,басистый,a,0.4,27,81,34,бас,18.8,3,3,0
1537,басовито,adv,0.4,28,81,33,бас,18.8,2,3,0
7606,горшок,s,16.3,97,93,693,горш-1,18.8,5,3,0
7607,горшочек,s,2.5,74,89,140,горш-1,18.8,5,3,0
9715,дракон,s,16.6,97,85,431,дракон,18.8,5,2,0
9716,драконий,a,0.9,22,66,26,дракон,18.8,4,2,0
9717,драконовский,a,0.8,35,83,70,дракон,18.8,2,1,0
9718,дракончик,s,0.5,23,75,27,дракон,18.8,5,3,0
18162,магистраль,s,9.8,94,91,550,магистраль,18.8,4,3,0
18163,магистральный,a,7.6,75,86,389,магистраль,18.8,2,3,0
29083,погон,s,17.9,92,93,703,погон,18.8,4,3,0
29085,погончик,s,0.4,21,75,27,погон,18.8,4,3,0
36868,рельс,s,16.5,98,93,725,рельс,18.8,5,3,0
36869,рельсовый,a,1.7,59,80,88,рельс,18.8,4,3,0
38566,семерка,s,4.6,86,89,232,седм,18.8,3,3,0
38450,седьмая,s,3.3,86,77,172,седм,18.8,1,3,0
38443,седмица,s,2.6,26,34,68,седм,18.8,2,3,0
42183,таз,s,13.4,98,87,483,таз,18.8,5,3,0
42184,тазик,s,3.1,77,90,180,таз,18.8,5,3,0
42186,тазовый,a,1.2,27,47,35,таз,18.8,3,3,0
44216,удочка,s,8.8,93,90,379,уд,18.8,5,3,0
6489,выудить,v,3.4,77,86,211,уд,18.8,3,3,0
44173,удить,v,1.4,60,87,101,уд,18.8,4,3,0
6490,выуживать,v,1.1,53,86,83,уд,18.8,3,3,0
44171,удилище,s,1.1,35,78,48,уд,18.8,5,3,0
44170,удила,s,1.0,48,85,71,уд,18.8,5,2,0
44105,уд,s,0.8,34,74,41,уд,18.8,4,2,0
22960,неуд,s,0.6,38,84,44,уд,18.8,2,2,0
44106,уда,s,0.6,18,65,22,уд,18.8,2,3,0
45507,фига,s,6.9,86,81,372,фиг,18.8,4,3,0
45506,фиг,s,6.7,77,81,322,фиг,18.8,3,2,0
45509,фиговый,a,1.4,65,89,102,фиг,18.8,2,2,0
21352,нафиг,adv,0.9,25,58,46,фиг,18.8,1,1,0
26658,офигеть,v,0.9,37,73,64,фиг,18.8,1,4,0
26657,офигенный,a,0.7,17,44,50,фиг,18.8,2,5,0
31649,пофиг,adv,0.4,14,62,21,фиг,18.8,1,3,0
31650,пофигизм,s,0.4,21,73,27,фиг,18.8,1,2,0
17877,локальный,a,18.7,85,84,917,локальн,18.7,1,3,0
28278,печально,adv,18.7,98,93,917,печал,18.7,1,2,0
39603,слюна,s,11.6,95,91,536,слюн,18.7,5,2,0
39604,слюни,s,2.3,70,88,159,слюн,18.7,5,2,0
39610,слюнявый,a,1.3,52,87,92,слюн,18.7,4,2,0
39606,слюнки,s,1.1,41,84,81,слюн,18.7,5,3,0
39607,слюнный,a,0.9,25,60,35,слюн,18.7,4,2,0
39605,слюнить,v,0.5,33,83,43,слюн,18.7,4,2,0
39608,слюнтяй,s,0.5,31,82,43,слюн,18.7,3,1,1
39609,слюнявить,v,0.5,30,82,45,слюн,18.7,4,2,0
14641,кастрюля,s,15.9,96,90,583,кастрюл,18.6,5,3,0
14640,кастрюлька,s,2.7,73,87,158,кастрюл,18.6,5,3,0
14864,киевский,a,17.7,98,87,636,киев,18.6,2,3,0
18135,лягушка,s,10.5,96,92,445,ляг,18.6,5,3,0
