root,IPM
скрижал,1.1
скрининг,1.1
скрип,74.0
скриптум,0.9
скром,2.5
скромн,15.7
скрупулез,3.0
скрупулезн,1.7
скрыт,3.0
скряг,0.6
скуд,15.9
скул,1.5
скул-1,13.6
скул-2,5.4
скульпт,35.3
скумбри,0.9
скунс,0.5
скуп,16.7
скурв,0.4
скутер,1.0
скуч,25.6
скучн,0.9
скуш,0.4
сл-1,450.9
сл-2,835.4
сла,95.7
слаб,257.3
слав,0.7
слав-1,1882.4
слав-2,46.7
славк,0.7
славн,5.5
славослов,1.3
славян,3.9
слад,135.4
слажен,1.5
слайд,1.7
слалом,0.8
слег,0.7
след,2659.2
слез,127.4
сленг,1.7
слеп,86.0
слесар,10.9
слив,7.7
слиз,10.8
слит,0.5
слобод,7.0
слов,11.8
словац,2.1
словес,1.0
слоган,3.5
слож,40.2
слой,5.7
слон,1.3
слон-1,30.3
слон-2,35.6
слоним,0.5
слот,0.4
слуг,936.7
слух,1214.8
случ,85.3
случайн,1.8
слушател,0.9
слюд,1.8
слюн,18.7
сляб,0.5
сляк,3.6
смаз,0.4
смак,6.9
смал,15.0
смарк,10.8
сматр,1785.4
сме-1,498.8
сме-2,114.7
смел,1.8
смен,0.5
смерд,10.9
смерт,13.1
смерч,3.3
смерш,1.5
сметан,0.4
сметк,0.7
смех,1.4
смеш,30.2
смир,10.6
смирнов,1.0
смог,1.0
смокв,0.7
смокинг,3.6
смоленск,9.3
смугл,11.4
смур,4.0
смурн,0.6
смут,11.9
смущ,10.5
смык,0.5
смысл,2.2
смышлен,2.2
смягч,0.6
сн,244.6
снабжа,0.4
снадобь,2.1
снайпер,11.0
снаст,34.4
снег,189.1
сникерс,1.6
снисход,10.2
сноб,3.2
снов,961.7
сновид,6.0
сноп,3.2
сноров,1.1
снос,2.0
снотвор,5.2
сноуборд,1.0
снох,1.3
со,2.7
со(j),0.8
собак,175.1
собир,1.2
соблазн,0.9
собол,4.5
собр,0.4
собствен,7.4
сов-1,9.8
сов-2,160.1
совдеп,0.4
совершенн,304.2
совест,0.7
совет,26.6
совещ,2.1
совмест,0.7
совместн,29.2
современ,2.2
современн,0.8
совсем,1.4
соглас,6.4
согласованн,0.8
сод,3.3
содерж,0.9
содержательн,1.0
содом,1.1
соедин,0.7
созваниватьс,0.9
созерц,1.0
созн,4.9
сознательн,17.3
соизмер,0.8
сокол,9.3
сокольн,0.7
сокращенн,1.9
сокрушенн,4.5
сокурсниц,0.5
сол,1.3
солдат,172.3
соле,0.5
солженицын,0.7
солид,5.1
солидар,15.5
солидн,30.2
солидол,0.6
соликам,0.8
солист,2.1
солн,248.5
солнц,1.4
солнцев,0.8
соло,2.7
солов-1,8.9
солов-2,0.6
соловец,2.4
соловьев,0.4
солом,23.5
соломон,0.8
солон,0.6
соль,0.9
сольфеджио,0.5
соляр,5.2
сом,10.0
сомат,2.2
сомн,5.8
сомнамбул,1.1
сомнен,35.4
сонат,3.8
сонет,2.8
сонин,0.5
сонм,2.4
сообраз,0.7
сообществ,1.6
соос,0.4
соответств,9.7
соотнес,0.7
соп,0.7
соп-3,191.9
сополимер,0.4
сопостав,2.1
сопран,0.8
сопрано,1.8
сопровод,0.4
сопромат,0.8
сопротивлен,0.4
сорб,10.8
сормов,0.6
сорок,0.9
сорок-1,6.4
сорок-2,5.8
сорок-3,11.3
сорокин,0.5
сором,6.9
сорт,44.0
сортимент,0.4
сортир,7.4
сосен,45.4
сосец,0.8
сосиск,7.5
сосисоч,0.7
сослаг,0.8
сослуж,0.8
соснов,3.6
сосредоточ,12.4
состав,15.1
состояв,5.2
состоятель,7.3
состоятельн,3.4
состяз,2.0
сосуд,3.1
сот,3.5
сот-1,145.8
сот-2,11.9
соте,0.5
сотруд,0.4
соус,10.8
соф,126.3
софа,2.8
софий,1.5
софистик,0.4
софит,1.1
софт,0.8
сох-1,9.3
сох-2,236.1
соц,3.3
соци,43.1
социал,80.6
социальн,273.1
сочет,8.4
сочета,0.4
сочн,0.9
союж,249.4
соя,1.5
спа,1.5
спагетт,0.7
спазм,4.3
спам,0.6
спаниель,0.7
спарж,0.9
спарринг,1.0
спарт,1.2
спартак,3.7
спас,1.2
спасиб,76.7
спасск,2.4
спе,607.3
спектакль,165.8
спектив,1.4
спектр,32.5
спекул,14.8
спеле,5.7
сперм,7.2
спес,2.4
спец,80.2
специ,3.6
специал,43.8
специалист,161.9
специальн,259.3
специф,40.9
спеш,15.2
спид,2.0
спидвей,0.4
спикер,11.9
спин,211.2
спиннинг,1.3
спираль,11.9
спирея,1.0
спирит,0.9
спирт,38.3
списоч,1.6
спиц,29.9
спичрайтер,0.5
сплав,0.5
сплен,0.6
сплин,0.5
сплит,0.4
сподвиж,4.0
спойлер,0.6
спойт,0.7
спок,3.1
спокойн,113.3
спонсор,17.8
спонтан,6.6
спор,4.5
спорад,1.0
спорт,160.1
способ,17.0
справ,0.6
справедлив,20.0
справоч,0.5
спрайт,0.5
спрей,1.0
спринт,2.2
спрут,0.8
спуд,4.8
спуск,1.4
спутник,0.5
сра,3.1
сраб,1.6
сравн,4.8
сран,3.0
срат,0.4
средостен,0.8
средотач,1.2
средоточ,42.6
средств,0.4
сроч,40.1
сс,2.0
ссор,34.5
ста(j),12093.6
стабил,23.7
стабиль,2.9
стабильн,53.2
став,3.7
ставк,0.7
ставрополь,5.7
стагнаци,2.0
стад,19.4
стади,47.3
стадион,17.6
стаж,20.5
стаз,0.4
стакан,85.6
стал,46.2
сталагм,0.7
сталакт,0.5
сталин,40.5
сталинград,3.8
сталкер,1.4
стамбул,0.5
стамеск,1.2
стан,45.4
стандарт,91.6
станс,0.5
станц,10.6
станци(j),124.5
стапель,1.0
стар,1080.4
стара,235.4
старател,19.4
старин,0.6
старицк,0.4
старт,45.2
старух,1.0
старческ,0.5
старш,3.7
старь,2.8
стас,4.3
стат,1.2
статист,95.0
статичн,0.5
статс,0.9
стату,19.8
статус,56.2
статус-кво,1.7
статут,0.8
стафил,0.5
стаханов,1.9
стационар,14.2
ствол,56.4
створч,1.0
стеарин,0.5
стеб,16.0
стег,5.5
стег-1,44.9
стег-2,2.5
стеж-2,5.6
стейк,0.7
стек,0.8
стекл,156.9
стеклян,0.4
стеллаж,6.9
стеллец,0.4
стен,1.7
стен-2,334.6
стен-3,11.0
стенд,15.9
стенокард,1.1
степ,42.0
степен,185.1
стер,66.5
стерв,13.2
стере,15.4
стерег,234.2
стержен,10.3
стерил,4.4
стерильн,4.3
стерлинг,2.6
стерляд,1.6
стерн,0.5
стеснен,0.4
стеснител,0.8
стетоскоп,0.6
стехиометр,0.4
стиг,269.6
стикер,0.4
стилет,0.7
стилист,2.7
стиль,98.0
стимул,38.9
стингер,0.7
стипенди,11.1
стих,226.2
стихи,18.9
стихий,13.2
стихир,2.3
стиш,8.0
сто,39.3
стог,4.9
стоеросов,0.4
стоик,1.4
стоиц,0.4
стоич,0.7
стойк,3.4
стойленск,0.4
стойн,13.1
стокгольм,0.9
столб,49.5
столет,5.4
столов,2.5
столп,5.6
столыпин,1.3
стом,4.6
стоп,30.3
стопор,2.6
сториц,0.6
сторон,2506.9
стохаст,0.9
стр,22.6
стра,1345.0
страг,11.9
страд,299.6
страда,2.1
страдальч,2.1
страдан,0.6
страз,0.6
страниц,0.6
странств,1.9
страсбург,0.6
страст-2,625.0
страт,3.4
стратег,95.0
страти,1.4
страус,4.3
страч,90.0
стреж,0.5
стрек-2,10.5
стрел,347.1
стрем,31.6
стрем-1,4.7
стрем-2,188.3
стрепт,0.4
стресс,14.8
стриг,40.3
стриж-2,2.0
стрингер,0.4
стриптиз,3.5
стрит,0.9
стро,21.5
строг-2,135.5
строганов,0.5
строен,0.8
строи,0.8
строител,0.5
строительный,0.5
строй,6.7
стройн,0.9
стронц,0.8
строп,3.9
стропт,3.6
строф,8.2
стру(j),36.0
струбцин,0.4
струг-2,0.4
струй,1.1
структур,285.2
струн,18.4
струч,2.0
стряп,4.5
студ,32.2
студебеккер,0.7
студен,2.9
студент,116.6
студенч,26.1
студи,42.0
студий,2.1
стук,1.5
стукач,0.5
стул,90.4
ступ,4.0
ступ-1,1467.4
ступ-2,3.1
ступен,2.1
ступенчат,0.4
ступор,1.4
сты,59.0
стыд,103.4
стыдлив,3.1
стыков,1.6
стыр,2.8
сть,1.3
стэнфорд,0.5
стюард,5.2
стяг,1.3
суахили,1.1
суб,0.4
суббот,44.5
субвенц,0.9
сублим,1.2
субмарин,1.6
субордин,2.4
субсид,2.8
субсиди,7.3
субсидиар,0.8
субстанци,6.4
субстрат,4.0
субтильн,0.8
субтитр,0.4
субъ,0.5
субъект,102.6
субъектив,18.4
сувенир,10.4
суверен,9.2
суверенн,4.9
суворов,2.4
сугуб,16.4
суд,6.4
суд-1,1358.8
суд-2,109.2
судак,3.0
судар,7.0
суденышк,1.4
судорож,13.4
судьбонос,3.0
суе,47.0
суевер,8.2
сует,1.6
суетлив,3.2
суздаль,1.4
суицид,1.8
сук-1,11.3
сук-2,27.2
сук-3,15.6
сул,13.2
султан,6.3
сульф,1.8
сульфат,1.4
сум,73.8
сумасброд,1.4
суматох,5.8
сумбур,3.8
сумереч,0.5
сумм,147.4
сумрач,2.2
сумск,1.3
сундук,15.4
суп-1,29.0
суп-2,5.6
супер,4.7
супернатант,0.7
супниц,0.5
супремат,0.4
супрефект,0.4
сура,1.2
сураз,0.5
сургут,0.6
сургуч,1.6
сурдин,0.4
сурик,0.7
сурк,1.2
суров,51.1
сурож,4.7
суррогат,2.9
сурфактант,0.4
сурьез,0.4
сурьм,0.5
сусал,0.6
сусл-1,0.4
сусл-2,1.9
суспенз,5.6
суспензи,0.8
сустав,1.8
сут,1328.5
сутан,0.4
сутен,1.6
суточ,1.2
сутр,0.7
суфизм,0.4
суфий,0.8
суфл,0.9
суфле,0.4
суффикс,1.4
сухарев,0.6
сухопар,1.0
сухост,0.9
сухум,0.7
сучар,0.4
сучонок,0.4
существ,36.6
существен,42.4
суэц,1.1
сфер,145.3
сфинкс,2.7
сфинктер,0.6
схем,99.1
схемат,1.2
схи,0.4
схим,0.9
сход,2.0
схоласт,2.2
схрон,0.7
сцеж,0.7
сцен,263.5
сценар,2.2
сцилл,0.6
счас,3.9
счаст,1.2
счастлив,13.6
счасть,32.5
счет,433.2
счит,1.4
съем,64.0
съемк,0.6
сыворот,27.0
сызран,0.7
сын,327.1
сып,1.5
сыр,80.2
сыромят,0.6
сырь,35.4
сырьев,0.5
сыт,2.2
сыт-1,53.9
сыч-1,1.9
сэндвич,1.1
сэр,21.3
сю,0.9
сюжет,63.2
сюит,1.4
сюр,4.1
сюрприз,16.6
сюртук,3.4
сюсюк,0.4
сяг,41.3
сяк-1,10.4
т,32.9
та-2,36.1
та(j)-1,262.4
табак,29.9
табель,3.2
таблетк,21.7
таблиц,81.0
таблич,16.0
табло,3.0
табор,3.9
табу,3.1
табун,2.8
табурет,22.6
таверн,1.7
тавр,2.4
тавт,1.5
таг,2.4
таган,1.8
таганрог,1.4
тагил,1.0
тагонист,0.4
тада,0.5
таджик,5.1
таёж,24.7
таеквандо,0.4
таен,3.7
таец,0.8
таз,18.8
таиланд,0.6
таинств,5.4
тай,0.5
тайвань,2.3
тайк,0.5
тайм,4.6
таймень,1.4
таймер,0.9
таймыр,0.9
тайн,12.0
тайнопис,0.5
тайп,0.5
тайфун,1.9
так,573.3
такс,18.4
таксац,1.3
такси,30.6
такт,60.5
тактик,1.2
тактильн,0.6
тактично,2.8
тал,2.1
таламус,0.7
талан,1.1
талант,111.0
талантлив,4.2
талдыч,1.3
талес,0.4
тали,10.6
талиб,3.1
талисман,3.2
талк,238.0
таллин,1.2
таллинн,0.4
талмуд,2.8
талон,7.8
таль,1.2
тальк,0.4
там,8.3
тамагочи,0.6
тамад,2.4
таман,0.5
тамбов,5.1
тамбур,6.5
тамг,48.7
тамиздат,0.4
тампакс,0.5
тампон,2.3
тампонаж,0.5
тамтам,0.4
танатос,0.4
танго,4.8
тандем,1.6
танец,124.4
танин,3.2
танк,80.2
танкер,3.4
тантал,0.9
тантр,2.6
таньк,0.6
тап,0.6
тап-1,73.3
тап-2,104.8
тапк,3.1
тапл,0.4
тапоч,9.4
тар,5.4
тарабар,0.4
таракан,11.3
таран,3.8
тарантас,0.5
тарантул,1.4
тарарам,0.5
таратор,3.2
тарахт,2.4
таращ,9.9
тарел,44.3
тарзан,0.5
тариф,46.8
таро,0.4
тарск,0.4
тартар,1.3
тарту,0.7
тарус,0.5
тас,5.1
таск,206.7
тата,4.1
татами,1.0
татар,43.3
татарстан,0.4
тату,5.5
татьян,0.5
таунхаус,0.9
тахикард,0.6
тахометр,1.1
тахт,6.5
тач-1,1017.0
тачанк,0.9
таш,0.7
ташкент,2.9
ташн,0.7
тбилис,2.4
твар,480.1
тверд,508.3
тверёз,41.1
тверск,17.2
твид,1.1
твин,0.8
твист,1.0
твор,8.2
твор-2,117.1
твораж,6.1
творч,0.8
те,13.0
театр,396.3
тевтон,0.6
тегеран,0.5
тез,21.6
тёз,4.0
теист,0.4
тейп,1.2
текил,1.5
текст,158.0
текстиль,8.4
текстур,1.7
тектон,0.9
тектоник,0.5
тектонич,3.5
тел-1,317.0
тел-2,22.4
теле,169.4
телевиз,100.0
телег,28.9
телеграм,0.5
телеграф,5.4
телефон,225.8
телик,1.1
тело,41.5
тель-авив,0.7
тем,0.6
тем-1,4.8
тем-2,561.7
темат,0.7
тембр,3.8
темн,29.7
темп,49.0
темперамент,15.0
температур,89.6
темпорал,0.8
тен,144.5
тенге,0.8
тенденци,56.7
тендер,7.8
тенет,1.0
тензор,0.6
теннис,23.4
тенор,6.0
тенс,1.2
тент,3.0
тень,0.7
теор,65.1
теорем,8.8
теоретик,0.5
теори,116.5
теософ,0.4
тепел,260.3
тепер,9.4
тепловиз,0.4
тер,0.9
тер-1,221.0
тер-2,392.4
теракт,15.3
терап,23.8
тереб,834.2
терек,0.4
терем,4.2
терец,0.4
терз,21.9
терий,0.6
терлец,0.4
терм,25.2
термин,68.5
терминаль,1.6
термит,1.6
терн,3.8
терп,226.9
терр,0.7
терракот,0.8
террас,16.3
терриг,0.5
террикон,0.6
территор,1.8
территори,212.0
террор,92.6
террорист,6.1
терц,1.1
терьер,1.5
терян,1.2
тес,8.1
тесём,3.9
тесн,153.0
тест-1,55.0
тест-2,22.6
тестостерон,0.9
тет,120.1
тет-а-тет,0.8
тетер,2.2
тетив,1.4
тетра,0.5
тетрад,37.0
тетрафторэтилен,1.0
тетрациклин,0.5
тетрис,0.4
тефлон,0.4
тех,66.2
техас,1.5
техн,412.3
техник,2.8
технич,0.4
техноген,6.0
технократ,0.6
технолог,144.9
тибет,3.9
тивериад,0.4
тигель,0.6
тигр,22.3
тик,6.3
тиман,0.5
тимирязев,0.9
тимур,0.4
тимус,0.4
тимьян,1.0
тин,5.2
тинейджер,1.2
тип,298.4
тип-топ,0.7
типич,1.9
типолог,1.9
типун,0.6
тирад,2.8
тираж,26.1
тиран,7.5
тираспол,0.4
тире,0.8
тирол,0.6
тис,46.5
тисс,0.7
титан,9.5
титр,13.0
титул,15.4
титуль,3.0
титьк,0.6
тиф,4.1
тифлис,1.5
тих,444.6
тихвин,2.9
тишин,0.4
тк,917.9
тл,1.4
тл-1,19.2
тл-2,62.8
тмин,0.7
то,105.0
то-то,1.7
тоболь,1.0
товар,400.4
тог,1.2
тогда,30.4
тож,841.9
тождеств,10.6
тождествл,5.0
ток,1.1
ток-шоу,2.0
токио,1.9
токс,8.0
токсик,0.6
токсин,2.2
тол-1,91.3
тол-3,7.5
толерант,4.4
толин,0.8
толк-2,125.0
толмач,0.5
толп,109.2
толст,140.0
толь,1.2
только,9.5
тольятти,2.1
том,3.2
том-1,89.2
том-2,55.6
томагавк,0.7
томат,6.9
томи,0.8
томск,5.3
тон-1,288.4
тон-3,3.9
тонизир,1.2
тоник,3.4
тонн,45.8
тоннель,8.3
тонус,4.3
топ,7.2
топаз,0.7
топик,6.2
топол,12.2
тополог,1.3
топоним,0.8
топор,30.0
топорщ,2.4
топос,0.5
топт,0.9
топчан,5.0
топыр,10.7
тора,3.4
торап,116.5
торач,2.3
торба,1.6
торбас,0.5
торг,1.1
торг-1,200.0
торг-2,220.3
торгсин,1.3
тореадор,1.0
тореро,0.4
торец,5.8
тори,0.5
тормаж,56.1
тормаш,0.8
тормош,3.5
торнадо,1.0
тороп,16.5
тороп-2,7.3
торос,1.9
торпед,8.5
торс,2.7
торсион,0.4
торт,12.5
торф,6.4
торч,48.4
торшер,2.3
тоск,79.6
тост,15.1
тотализатор,1.0
тоталитар,13.0
тотальн,12.2
тотем,0.5
тотчас,33.4
точ,0.9
точ-3,10.9
точн,1.8
тошн,31.8
тощ-1,27.3
тр,0.5
тр-1,306.2
трав,165.1
траверз,0.4
травл,1.4
травм,29.9
траг,251.9
традици,194.2
траектори,11.1
трак,0.8
тракт,6.9
трактат,7.3
трактир,7.4
трактова,21.3
трактор,33.3
трал,1.7
трамбов,0.4
трамбова,1.2
трамвай,35.6
трамплин,2.0
транжир,0.5
транзакц,1.0
транзистор,3.4
транзит,13.3
транквилиз,0.8
транс,3.6
транскрип,2.9
трансл,13.7
транслит,21.5
трансмисси,5.3
трансмиттер,0.4
транспарант,2.7
транспарент,0.5
трансплантолог,0.4
транспорт,151.4
трансферт,4.5
трансформ,24.9
трансцендент,4.8
транш,1.7
транше,7.7
трап,9.7
трапез,9.4
трапеци,2.2
трасс,35.8
траст,1.5
трат,197.3
траулер,2.0
траур,10.8
траф,0.7
трафарет,2.1
трафик,3.1
трах,9.3
трахе,1.6
тращ,10.3
требух,0.7
тревог,126.9
треволн,0.6
трейд,0.5
трейдер,1.4
трейдинг,0.8
трейлер,1.4
трек,4.6
трел,0.4
трель,2.7
трельяж,0.8
тремор,0.4
трен,102.4
тренд,2.1
тренинг,5.0
трень,0.5
треп,77.1
трепан,0.5
трепанг,0.6
трепет,0.4
трес,76.5
треск-2,1.6
трест,8.1
трет,1.1
третьяков,2.9
треугол,0.6
треугольн,22.4
трещин,0.4
три,0.8
триад,3.1
триангул,0.7
триб,1.2
трибун,27.4
трибунал,8.9
тривиаль,2.7
тривиальн,1.9
триггер,0.4
тризн,0.6
трико,1.9
триколор,0.7
трикотаж,3.8
триллер,2.8
триллион,3.1
трилог,1.7
триммер,0.4
трио,2.5
триплет,0.4
триппер,1.1
трипсин,0.5
тритий,0.5
тритон,1.2
триумвир,1.0
триумф,16.2
трифон,0.5
троиц,5.7
троллей,16.2
тролль,1.3
тромб,1.0
тромбон,0.8
трон,10.2
троп,48.3
тропарь,3.3
тропик,0.6
тропич,9.5
трос,9.0
тротил,1.9
тротуар,23.9
троф,3.8
трофей,10.8
трофич,0.6
троцк,4.6
троян,1.6
труб,225.8
трубадур,1.3
труд,1023.6
трудоголик,0.9
трун,1.7
труп,46.6
трупп,16.8
трус-1,32.1
трус-2,21.1
трус-3,18.9
трутен,0.9
трущоб,2.1
трю,0.5
трюк,12.7
трюм,6.2
трюмо,1.8
трюфель,0.6
тряп,38.1
тряс,198.5
ту,1.5
туалет,41.4
туарег,0.4
туба,1.0
туберкул,7.1
туберкулез,2.0
тубус,0.4
туг,37.1
тугодум,0.4
тугрик,0.4
туда-обратно,0.6
туес,0.5
тужурк,1.7
туз,3.9
тузем,4.9
туй,0.5
тук-1,136.0
тук-2,3.7
тул,0.5
тул-1,3.6
тул-2,17.0
тулов,0.5
тулуп,4.6
тульск,7.0
тумак,0.8
туман,66.4
тумб,16.6
тумблер,1.3
тун,0.9
тунгус,1.2
тундр,11.6
тунец,0.7
тунеяд,2.7
туник,1.2
туннель,6.6
туп,74.5
тур,69.7
турб,0.4
турбин,6.8
турбодетандер,0.5
турбодизель,0.6
турбонаддув,0.6
турбулент,0.9
тургенев,2.3
турец,20.9
туризм,8.9
турин,0.8
турист,11.9
турк,1.3
туркестан,1.2
туркмен,3.5
турне,3.4
турник,1.1
турникет,2.3
турнир,31.3
турок,14.6
турухан,0.7
турч,0.4
тус,0.4
туск,20.6
тускл,5.2
тусов,3.5
тусовк,6.6
тут,0.9
тутти-фрутти,0.7
туф,0.4
туфел,27.4
туфт,1.4
тух,40.5
туч-1,25.8
туш-1,9.5
тушев,0.9
тушева,2.1
тушин,1.2
тушь,4.9
тщ-1,17.6
тщ-2,4.9
тщательн,44.2
тщедуш,2.6
тщеслав,8.7
тщетн,7.1
ты,11.0
тыкв,5.8
тыл,66.1
тын,1.3
тынянов,0.4
тыр,0.4
тысч,445.8
тысячн,0.7
тычин,0.9
тыщ,4.7
тэ,0.7
тю-тю,1.4
тюбетейк,1.7
тюбик,3.9
тюк-1,3.4
тюк-2,1.8
тюл,0.8
тюлен,3.0
тюль,1.1
тюльпан,5.0
тюмен,6.0
тюнинг,1.4
тюнингов,0.7
тюр,0.5
тюрбан,1.0
тюрем,94.5
тюрк,2.0
тюряг,0.9
тютельк,0.9
тютчев,0.8
тюфяк,1.9
тя,883.7
тяв,1.3
тягов,2.6
тягомотин,0.9
тяготит,3.0
тягуч,0.7
тягчайш,0.6
тяжел,180.3
тяжелейш,6.0
тяжеловат,0.7
тяжк,7.6
тян,1.0
тяп,3.6
тят,1.3
у-1,41.7
уазик,2.9
убав,1.6
убед,1.0
убеж,2.4
убив,1.2
убивец,0.4
убий,0.6
убийственн,0.9
убит,0.8
убог,13.0
убор,1.4
уборочн,0.6
убывающ,0.9
убыти,0.5
уваж,4.6
уверен,11.6
увертюр,1.8
увлеченн,4.0
увязочк,0.4
угл-1,234.8
угл-2,55.9
угле,7.8
углевод,2.6
углерод,8.9
угловат,0.5
угод,1.4
угол,1.7
уголь,9.1
угон,0.6
угор,1.4
угор-1,1.9
угор-2,2.4
угроз,0.5
угрюм,22.8
уд,18.8
удал,1.1
удар,257.2
удач,49.5
удачн,20.3
удел,8.6
удив,3.5
удмурт,1.7
удоб,30.0
удостовер,7.5
уединенн,0.4
уем,3.6
уж-1,107.8
уж-2,114.5
уж-4,2288.1
ужас,156.5
ужасающ,0.6
ужасн,27.8
ужастик,1.1
ужесточатьс,0.5
ужин,52.3
уз,0.4
уз-1,77.0
узбек,8.0
узд,11.3
узк,2.1
узкоспециал,0.5
узурп,1.4
уикенд,3.0
ук,1733.3
уклон,6.0
уклюж,4.8
укосн,3.1
украин,47.7
укроп,4.6
уксус,7.6
ул-1,413.1
ул-2,2.7
улан,1.3
улит,3.6
улус,0.6
улыб,0.8
улыбк,1.0
улыбч,1.0
ультимат,0.4
ультиматум,4.0
ультра,0.5
ультрафиолет,3.6
ульянов,4.5
улюлю,1.7
ум,1078.5
ум-разум,0.9
умел,20.9
умень,1.2
умеренн,4.0
умест,1.9
уместн,4.3
умеючи,0.6
умиленн,0.8
умильн,0.9
умир,0.4
умиротворен,0.4
умиротворенн,0.8
умиротворит,0.7
умн,5.2
умнейш,1.6
умничк,0.5
умозаключ,2.8
умозр,0.6
умол,4.1
умоляющ,3.1
умопомрач,0.9
умопостига,0.4
уморительн,0.5
умственн,2.0
умышленн,3.3
уни,5.2
универ,6.5
универс,94.5
универсал,3.4
универсали,0.7
универсаль,2.8
универсальн,27.4
универсам,1.0
университет,12.2
универсум,1.2
униженн,0.9
унизительн,1.3
уник,50.8
уникаль,4.4
уникальн,0.5
унисон,1.9
унитаз,8.7
унитарн,6.3
унифиц,7.9
уничиж,2.0
уничтож,1.1
уничтожающ,1.1
унт,1.1
унтер,3.8
унци,0.9
уныв,0.4
уныл,6.7
унюхат,0.9
уперт,1.0
уплат,0.5
упов,6.2
упоенн,1.0
упоительн,0.6
уполномоченн,18.6
упорн,20.2
упорядочен,2.0
упорядочив,0.5
управ,0.4
управделами,0.5
управл,1.9
управлен,0.4
управленец,3.3
управомоченн,0.4
упрек,15.0
упрощенн,8.5
упруг,1.5
упрям,11.5
упыр,1.3
ур,1.0
уравновеш,0.5
уравновешенн,2.0
ураган,8.4
урал,0.5
уралец,0.6
ураль,13.9
уран,8.2
урбан,2.3
урез,0.6
уретр,0.4
урк,1.9
урн,7.8
уро,0.4
уров,0.7
уровн,4.0
урод,1.1
уролог,0.8
урч,5.5
урюк,0.7
ус,48.2
усен,0.9
усил,0.8
усмеш,0.6
усоб,1.7
усоль,0.4
усп,0.9
успева,0.4
успен,0.7
успеш,47.0
уссур,1.2
уст,0.9
уст-1,52.6
уст-2,0.9
устав,11.6
устал,12.9
устан,3.3
устанавлива,1.0
установ,1.9
устн,2.0
устой,2.4
устойчив,3.8
устриц,3.6
устрой,1.3
уступч,0.5
усть-илим,0.5
усть-медведицк,0.4
усть-ордын,0.8
усып,0.4
ут,18.4
утес,6.3
утеш,2.7
утил,6.1
утилит,0.4
утилитар,1.5
утилитарн,2.5
утих,0.4
утолщенн,0.9
утом,1.6
утоп,4.0
утопи,8.0
утр-1,358.4
утр-2,347.4
утроб,0.6
утюг,10.4
уфим,1.3
ух-1,286.2
ух-2,6.7
ух-3,5.7
ухаж,0.8
ухмыл,0.5
ухож,1.2
участ,4.0
участл,2.4
учащ,1.3
учет,113.9
учил,1.3
училищ,0.5
училище,0.5
учред,1.0
учрежд,0.5
учт,1.4
учтив,1.5
ушаст,0.5
ушку(j),0.5
ушл,1.7
ушу,0.5
уэль,0.6
уют,15.7
уязв,0.9
фа,1.1
фабр,0.4
фабрик,52.7
фабул,2.9
фабуль,0.6
фавн,0.4
фавор,10.1
фаг,3.2
фагот,0.8
фаз,8.5
фаза,29.3
фазан,1.8
файл,7.0
фак,3.8
факел,9.6
факир,1.4
факс,13.6
факсимиль,0.9
факт,250.8
фактор,93.7
фактур,6.7
факульт,2.2
факультет,32.2
фал,0.7
фаланг,2.1
фалд,0.5
фалл,0.5
фаллос,1.1
фальс,6.9
фальсифиц,0.5
фальцет,1.8
фальш,25.5
фамил,2.3
фамили,118.1
фамиль,4.0
фамильяр,1.2
фамильярн,1.3
фан,6.5
фанабери,0.6
фанат,18.4
фанер,14.1
фанз,0.4
фант,1.1
фантаз,40.9
фантасмагор,0.7
фантасмагори,1.2
фантаст,40.6
фантик,2.3
фантом,4.6
фанфар,1.6
фара,12.8
фараон,4.7
фарватер,1.5
фарисей,4.6
фарм,3.9
фармак,1.3
фармац,1.4
фарс,4.2
фарси,0.4
фарт,1.1
фартук,6.8
фарфор,11.2
фарц,1.0
фарш,8.6
фас,4.3
фасад,15.6
фасов,0.6
фасова,0.9
фасол,3.0
фасон,4.1
фастфуд,0.5
фат,1.8
фатал,3.2
фаталь,2.5
фаун,4.9
фаш,45.8
фаэтон,1.2
фаянс,2.2
фе,5.4
фебель,2.5
феврал,75.4
федер,216.0
федерал,5.3
федерац,258.9
федор,0.4
феер,1.5
феери,0.9
фейерверк,5.5
фейхоа,0.4
фекал,1.1
фекаль,0.4
фельд,5.4
фельдш,7.8
фельдшер,0.7
фельдъ,0.6
фельдъегер,0.8
фельетон,5.3
фемин,2.4
феминист,0.5
фен,6.4
фенеч,0.4
феникс,3.1
фенил,0.4
фенол,2.4
феномен,30.2
фенотип,1.9
феод,8.9
феодос,0.6
ферган,0.5
ферзик,0.4
ферзь,2.4
ферм,18.2
фермент,12.2
фермер,13.5
ферон,0.6
ферр,1.7
феск,0.7
фест,48.4
фестивал,0.4
фестиваль,7.0
фетиш,1.4
фетр,1.3
фехт,3.8
фешен,1.8
фиалк,4.4
фиаско,2.2
фибр,2.0
фиг,18.8
фигн,4.4
фигур,137.2
фиеста,0.9
физ,119.6
физи,170.6
фикс,53.2
фикт,4.1
фикус,2.6
фикци,2.6
фил,145.6
филантроп,0.5
филармон,1.3
филармони,7.2
филател,0.5
филе,2.3
филев,0.7
филенк,0.5
филер,0.5
филиал,25.5
филиаль,0.8
филигран,0.8
филин,6.3
филиппик,0.6
филиппин,1.3
филл,2.5
филон,0.5
философ,1.1
филфак,1.9
