Number,Lemma,PoS,IPM,R,D,Doc,root,root_IPM,imageability,emotional_valence,is_profane,ranking_score
15681,компот,s,7.2,87,80,305,компот,7.2,4,4,0,621.6
7161,гладкий,a,23.9,99,94,1083,глад-1,95.6,4,4,0,619.5
46315,холодильник,s,29.1,100,92,1015,хлад,312.2,5,4,0,619.144214
17394,лезвие,s,11.3,92,91,474,лез-3,11.3,5,2,0,616.95
3721,вентилятор,s,5.6,92,86,261,вентил,17.8,5,3,0,614.975981
15635,компас,s,4.8,86,86,231,компас,4.8,4,3,0,614.4
6628,гавань,s,4.3,83,88,206,гаван,4.7,4,4,0,613.48666
3061,брюнет,s,2.4,75,88,146,брюнет,7.4,4,3,0,612.642785
28371,пикник,s,4.1,85,89,224,пикник,4.1,4,5,0,612.3
36547,рвать,v,22.2,98,93,971,рв,989.0,4,2,0,609.306069
48107,экскаватор,s,5.7,83,81,209,экскав,6.6,5,3,0,609.200272
17145,лавина,s,5.0,86,92,302,лавин,5.5,5,2,0,607.866066
3190,бункер,s,5.2,82,88,191,бункер,5.2,5,2,0,607.8
4903,волейбол,s,3.7,80,88,222,"волейбол,бол-2",2911.6,4,3,0,607.585356
18776,медуза,s,4.8,77,72,143,медуз,4.8,5,2,0,607.2
27008,папоротник,s,3.7,71,86,161,папорот,3.7,5,3,0,605.55
7478,гончар,s,1.2,46,84,72,гончар,2.3,4,3,0,604.983974
34851,пустой,a,127.5,100,94,3030,пуст-2,315.1,4,2,0,600.656469
30374,полиция,s,38.2,99,93,1226,полици,38.2,4,3,0,595.5
12714,зоопарк,s,12.4,98,90,484,"зоо,парк",109.3,4,4,0,592.036677
37042,решетка,s,29.0,100,95,1136,решет,36.5,4,3,0,581.336492
28749,плотник,s,7.2,91,89,328,плач-3,141.9,4,3,0,579.909324
1258,аэропорт,s,37.2,99,93,1182,"аэр,порт-3",208.6,4,3,0,576.180816
25554,осколок,s,20.4,98,93,858,кал-2,170.6,5,2,0,573.741949
1554,батарея,s,28.7,99,87,753,батаре,28.7,4,3,0,571.75
15720,конверт,s,25.4,97,92,820,конверт,28.6,4,3,0,567.381377
20143,мысль,s,331.6,100,96,5346,мысел,1248.2,1,3,0,562.9339
30141,покой,s,59.0,100,95,2013,пока-1,437.8,3,4,0,562.512178
37249,роман,s,157.7,100,93,2696,роман,163.7,3,4,0,562.351983
46617,целый,a,222.5,100,98,6702,цел-2,461.9,2,3,0,561.018312
1529,баскетбол,s,4.8,67,86,202,"баскет,бол-2",2916.3,4,3,0,557.049777
9365,долгий,a,135.5,100,97,4654,долг-1,1010.9,2,3,0,555.155958
1448,барабан,s,15.7,99,91,593,барабан,27.1,4,3,0,551.56731
44530,умный,a,91.5,100,96,2619,ум,1078.5,2,4,0,549.741686
47264,чудо,s,85.4,100,94,2676,чуд-1,221.0,3,5,0,549.521974
8970,дирижер,s,14.7,88,87,495,дириж,21.3,4,3,0,544.237286
19670,молоток,s,12.4,98,93,587,молач,24.2,4,4,0,543.307043
19324,минута,s,344.2,100,95,5853,минут,378.3,2,3,0,541.271129
42985,тонкий,a,112.4,100,95,3163,тон-1,288.4,3,3,0,540.13465
22696,нерв,s,35.1,99,83,1220,нерв,125.8,4,2,0,532.899661
18619,материк,s,8.2,96,87,313,матер,20.1,4,3,0,532.09556
44933,успех,s,149.5,100,94,5547,спе,607.3,2,4,0,527.303053
36568,реактор,s,6.6,81,85,227,реакт,17.5,4,3,0,526.867732
39458,слесарь,s,9.3,94,91,408,слесар,10.9,4,3,0,525.170667
742,антенна,s,8.5,95,92,375,антенн,9.8,4,3,0,522.817208
43371,треугольник,s,14.5,98,87,608,треугольн,22.4,5,3,0,522.527761
2547,блондин,s,4.6,86,87,214,блондин,17.5,4,3,0,522.430448
31129,портной,s,4.5,86,92,232,порт-1,17.2,4,3,0,521.994317
34318,простыня,s,18.2,94,91,660,праст,793.3,5,2,0,520.158479
36899,рентген,s,3.6,91,90,200,рентген,11.7,4,3,0,516.224981
19591,мозаика,s,5.6,96,91,369,моза,7.5,4,4,0,516.201852
2291,бильярд,s,4.8,85,86,226,бильярд,8.7,4,3,0,516.155494
13229,изумруд,s,3.4,70,82,125,изумруд,8.2,4,4,0,513.200379
18400,манекен,s,3.2,77,90,181,манекен,6.8,4,3,0,511.661904
18410,маникюр,s,3.0,70,81,140,маникюр,4.6,4,4,0,509.287088
28608,платина,s,2.5,59,74,90,платин,5.3,4,4,0,509.100137
1653,бежевый,a,3.5,77,89,186,бежев,3.5,4,3,0,508.75
18450,марафон,s,3.0,65,86,181,марафон,4.0,4,4,0,508.660254
35916,ранний,a,225.7,100,98,6533,ран-2,508.8,2,3,0,508.312266
11653,запах,s,94.1,100,93,2122,пах-1,223.8,3,3,0,507.917173
34817,пунктир,s,2.5,73,88,144,пунктир,3.7,4,3,0,507.603453
35872,рак,s,22.2,99,94,886,рак-2,27.0,4,2,0,505.085956
10413,жечь,v,14.1,96,93,686,жг,180.7,4,2,0,500.95286
18216,май,s,97.0,100,93,3815,ма(j)-1,126.9,3,4,0,499.262782
7530,горизонт,s,33.7,100,95,1313,горизонт,51.4,4,3,0,483.238933
42275,танк,s,52.6,97,89,965,танк,80.2,5,1,0,464.950135
26668,официант,s,20.7,93,85,497,официант,30.7,4,3,0,450.417854
38656,сердце,s,245.1,100,93,4518,серд,363.4,3,2,0,447.667304
33385,прическа,s,15.4,96,93,664,чес,17.8,4,4,0,433.113139
42162,табличка,s,15.1,98,93,694,таблич,16.0,4,3,0,431.086975
48517,этикетка,s,8.6,97,89,450,этик,27.9,4,3,0,430.979994
45718,фокусник,s,5.1,83,82,239,фокус,25.1,4,4,0,422.628301
7608,горький,a,32.0,100,95,1346,гар,559.1,4,2,0,417.197488
567,алюминий,s,10.9,88,88,458,алюмин,26.6,5,2,0,417.027625
28262,петрушка,s,7.7,86,77,261,петруш,7.7,4,4,0,415.4
42699,тесный,a,37.6,99,97,1848,тесн,153.0,4,2,0,413.770822
15616,комната,s,310.7,100,93,3661,комнат,351.9,2,3,0,413.323666
4426,власть,s,435.6,100,93,8885,влад,691.6,2,2,0,411.654333
16702,крокодил,s,10.7,96,91,410,крокодил,12.4,5,2,0,411.51868
46519,царапина,s,5.4,88,91,323,царап,22.6,5,2,0,411.047172
12882,иероглиф,s,4.8,86,88,219,иероглиф,5.3,4,3,0,410.087616
27092,парковка,s,4.4,67,85,208,парков,4.9,4,3,0,409.286549
16280,космос,s,33.3,99,93,1133,кос-3,148.2,4,2,0,405.374973
39221,скорпион,s,4.7,80,87,228,скорпион,4.7,5,2,0,404.7
39268,скрип,s,10.6,90,91,528,скрип,74.0,4,2,0,399.012498
27425,пепел,s,12.8,96,93,626,пепел,29.6,4,2,0,384.06347
3910,вечер,s,335.4,100,95,5441,вечер,569.3,2,2,0,382.34919
16261,косметика,s,13.2,94,79,468,космет,25.2,4,4,0,381.917237
25336,оранжевый,a,15.6,99,93,678,оранжев,16.3,4,4,0,377.905779
6699,галактика,s,12.5,83,72,220,галактик,16.3,4,4,0,374.979679
31730,почерк,s,16.3,98,95,725,черк,147.3,4,2,0,373.499847
16124,коричневый,a,25.5,100,93,947,кор-1,88.7,4,3,0,371.338366
38220,свобода,s,174.9,100,92,4194,свобод,499.6,2,5,0,369.501438
30439,половина,s,158.8,100,95,5702,пол-5,851.3,2,3,0,367.677087
42867,тлеть,v,4.7,88,90,297,тл-1,19.2,4,2,0,366.624079
309,адрес,s,92.7,100,94,3560,адрес,118.1,3,3,0,366.212244
39734,смородина,s,5.0,89,81,221,смерд,10.9,4,4,0,362.91922
44391,уксус,s,6.0,85,76,230,уксус,7.6,4,2,0,361.81736
46618,цель,s,315.5,100,93,9400,цел-1,413.1,1,3,0,361.016689
17920,лопух,s,5.5,80,87,274,лопух,5.5,4,2,0,359.625
37333,ртуть,s,3.7,82,86,186,ртут,7.9,4,2,0,359.461336
9810,дрожать,v,50.5,96,91,1274,драг,147.9,4,2,0,358.028859
47903,шутка,s,62.7,100,96,2023,шут,166.7,3,3,0,357.824122
28147,перламутр,s,1.9,65,88,115,перламутр,5.7,4,4,0,355.759069
47600,широкий,a,183.9,100,93,6315,шир-1,438.2,2,4,0,354.843672
44277,узкий,a,88.3,100,91,2615,уж-2,114.5,3,3,0,351.925827
17671,липкий,a,9.4,95,90,469,лип,58.9,4,2,0,335.294971
42913,толкать,v,18.5,98,94,919,талк,238.0,4,2,0,332.943882
45628,фиолетовый,a,12.4,99,92,544,фиолет,12.4,4,3,0,318.6
15854,конструктор,s,25.6,97,85,904,конструк,115.9,4,4,0,318.088178
9413,доля,s,111.4,100,92,4314,дол-1,215.2,2,3,0,309.666143
11184,закат,s,18.3,96,93,829,кат-1,419.2,3,3,0,306.552051
41509,стрелка,s,23.0,100,93,973,стрел,347.1,5,1,0,305.843322
39107,склад,s,46.7,100,95,1701,кла,630.5,2,5,0,300.288731
43409,трещина,s,18.8,100,92,778,трес,76.5,4,2,0,297.404509
19846,морщина,s,12.2,92,91,558,морщ,61.3,4,2,0,284.183786
16111,корзина,s,19.4,100,92,765,корзин,25.8,4,2,0,277.96538
41626,студент,s,105.4,100,95,2737,студент,116.6,3,3,0,277.146622
35121,радио,s,49.3,100,95,1652,радио,122.7,3,3,0,272.216086
42204,тайна,s,88.9,100,93,2509,та(j)-1,262.4,2,4,0,267.282697
42398,текст,s,146.2,100,93,3769,текст,158.0,2,3,0,265.97467
17324,левый,a,117.2,100,96,2876,лев-2,193.9,2,3,0,263.809699
9580,доска,s,67.1,100,94,1759,доск,79.5,3,3,0,255.630617
38744,сеть,s,105.5,100,91,3481,сет-1,151.1,2,3,0,252.515742
46769,цифра,s,62.2,100,95,2876,цифир,77.4,3,3,0,242.847545
36705,редкий,a,90.2,100,97,3300,ред,269.2,2,4,0,233.73947
2511,близкий,a,206.8,100,98,6077,ближ,629.8,1,3,0,225.557157
12455,здоровье,s,106.0,100,94,3768,здорав,459.1,2,5,0,220.600544
23435,ноябрь,s,70.1,100,93,2793,ноябр,74.1,3,3,0,216.216766
3887,ветка,s,39.7,99,91,1193,вет-2,93.4,3,3,0,213.126148
10397,жест,s,45.2,100,94,1398,жест,61.5,3,3,0,210.895235
17134,лабиринт,s,9.3,98,91,416,лабиринт,9.3,4,2,0,209.3
19887,мотор,s,47.3,98,94,1366,мотор,61.9,3,3,0,189.384285
13491,инженер,s,63.1,100,93,1983,инженер,86.7,3,3,0,184.911634
43322,тренер,s,37.1,92,84,895,трен,102.4,3,4,0,184.909059
45430,февраль,s,69.7,100,93,2929,феврал,75.4,3,3,0,181.234999
39390,сладкий,a,38.4,99,94,1474,слад,135.4,3,5,0,180.266469
5668,вторник,s,19.3,95,89,1147,втор,383.0,4,1,0,178.7351
27191,пасмурный,a,4.0,88,92,274,смур,4.0,4,2,0,178.5
14124,июнь,s,84.0,100,92,3358,июнь,87.4,2,3,0,171.366274
27086,парк,s,69.5,100,95,2230,парк,90.8,2,4,0,158.87857
45348,фамилия,s,118.1,100,95,2820,фамили,118.1,2,3,0,147.625
69,август,s,91.0,100,93,3185,август,97.7,2,3,0,141.435763
9145,добро,s,59.0,100,95,1954,дабр,440.7,1,4,0,141.093038
2733,больница,s,96.6,100,95,2365,бал-1,817.6,3,1,0,140.517045
30002,поздний,a,157.7,100,97,4753,пазд,316.6,2,2,0,139.653338
6854,ген,s,28.4,98,78,569,ген,133.4,2,3,0,138.490379
3308,быстрый,a,119.8,100,97,4403,быстр,406.2,1,3,0,137.872733
6889,гений,s,39.2,99,94,1269,гений,39.2,3,5,0,137.2
38498,секунда,s,105.2,100,94,2527,секунд,113.9,2,3,0,136.829502
3355,вагон,s,70.9,100,93,1365,вагон,82.8,2,3,0,134.083808
24939,октябрь,s,92.2,100,93,3522,октябр,112.3,2,3,0,127.193627
8445,декабрь,s,92.7,100,92,3683,декабр,105.1,2,3,0,123.381839
12403,звено,s,27.4,100,91,1414,звен-1,44.0,3,3,0,121.526129
46855,частый,a,114.6,100,96,4459,част-2,210.2,1,3,0,116.404542
16670,кровать,s,88.4,98,92,1568,кроват,94.6,2,3,0,114.309339
43819,тяжелый,a,180.3,100,97,4849,тяжел,180.3,2,2,0,112.6875
28288,печать,s,59.6,100,93,2348,печат,344.0,1,3,0,107.389944
21174,насос,s,13.6,97,79,415,сас,69.2,3,3,0,107.371877
41690,суббота,s,37.3,100,93,1650,суббот,44.5,3,4,0,101.853142
41306,стих,s,11.2,95,89,367,стих,226.2,2,4,0,100.666578
3128,буква,s,63.5,100,95,1987,бук-1,149.6,1,3,0,85.282655
4892,вокзал,s,51.0,99,94,1467,вокзал,61.1,2,3,0,83.733058
19393,миф,s,28.9,100,91,1059,миф,46.0,2,3,0,82.037111
39641,смелый,a,26.0,100,96,1289,сме-2,114.7,2,5,0,81.914284
14122,июль,s,77.0,100,93,3119,июл,81.1,1,3,0,79.023414
38665,серебро,s,15.1,100,94,727,серебр,64.8,3,4,0,78.201662
47936,щека,s,71.3,99,90,1377,щек,83.7,1,4,0,77.251602
42196,тайга,s,19.5,96,87,469,таёж,24.7,3,3,0,76.812841
37018,рецепт,s,20.6,100,94,1103,рецепт,29.5,3,3,0,73.954716
7025,гигант,s,12.7,99,94,706,гигант,47.0,3,3,0,73.294611
37097,ритм,s,30.6,99,94,1213,ритм,42.7,2,3,0,72.294398
28556,планета,s,51.4,100,87,1587,планет,65.0,2,3,0,72.25173
35035,пятница,s,30.1,100,92,1518,пят-1,109.0,2,4,0,71.598926
3872,весы,s,14.2,97,90,623,вес-1,358.6,1,4,0,71.359092
16573,кресло,s,93.6,100,93,2076,кресел,94.4,1,4,0,70.499362
39673,сметана,s,9.0,93,83,368,ме,348.8,2,4,0,70.035705
1923,белка,s,11.6,98,89,531,бел,509.6,2,2,0,67.274698
24971,олень,s,15.6,98,76,412,олен,23.6,3,3,0,67.156236
3381,вакцина,s,18.4,56,71,213,вакцин,35.6,3,3,0,63.984373
47063,четверг,s,21.8,96,91,1254,четвер,114.6,2,3,0,62.478496
7074,гимн,s,14.8,97,92,669,гимн,15.8,3,4,0,61.167312
30471,полоса,s,61.6,100,93,2104,полос-1,96.2,1,4,0,57.734998
27200,пассажир,s,47.4,100,94,1574,пассажир,61.9,2,3,0,54.166964
15186,клюв,s,6.6,89,90,324,клев,27.5,3,3,0,53.888774
2688,бокс,s,12.5,99,89,488,бокс,14.1,3,3,0,53.103672
1354,баланс,s,27.8,98,89,1362,баланс,44.2,2,3,0,52.58051
16616,кривой,a,18.3,99,93,843,крив,66.4,3,2,0,52.287857
4313,витамин,s,18.6,99,88,600,витамин,21.4,3,4,0,49.87735
6752,гараж,s,26.6,98,90,850,гараж,28.5,3,2,0,48.183828
15944,контур,s,15.3,100,89,777,контур,16.7,3,3,0,47.95404
23411,нота,s,23.6,99,93,917,нота,23.6,2,3,0,47.2
38613,сентябрь,s,92.1,100,92,3766,сентябр,95.3,1,4,0,46.843169
18521,маршрут,s,34.2,100,94,1425,маршрут,37.6,2,3,0,44.824658
46451,хрупкий,a,16.7,100,95,918,хруп,18.6,3,3,0,44.061037
14758,квадрат,s,16.9,100,93,702,квадр,65.6,2,3,0,41.620308
38597,сено,s,17.2,98,91,611,сен-1,24.2,2,3,0,40.803921
122,автобус,s,64.8,100,94,1707,автобус,64.8,1,3,0,40.5
2919,бревно,s,22.6,98,90,653,бревен,28.6,2,4,0,38.135417
5105,воскресенье,s,39.0,100,94,1638,крес-1,81.9,2,4,0,35.322731
7286,гнездо,s,20.8,99,93,825,гнезд,26.5,2,3,0,35.216473
48100,экран,s,71.9,100,94,1975,экран,85.5,1,2,0,34.302483
1161,атом,s,20.5,90,74,442,атом,55.5,1,4,0,33.73055
48437,эра,s,28.2,99,83,891,эр,29.1,1,3,0,32.227274
19718,монета,s,17.5,99,93,679,монет,24.8,2,3,0,31.249
14456,капуста,s,21.7,98,90,799,капуст,27.5,3,2,0,30.535584
9482,донор,s,7.5,70,79,259,донор,10.1,3,4,0,30.462067
48047,экзамен,s,45.4,100,92,1394,экзамен,52.0,2,2,0,30.36754
36834,рекорд,s,16.3,97,88,819,рекорд,24.9,2,4,0,30.219323
3716,венок,s,9.1,94,92,422,вен,90.3,1,3,0,25.082604
17973,лужа,s,22.2,95,91,890,луж-3,24.8,3,1,0,23.464015
14129,йога,s,4.8,70,77,136,йог,6.8,3,4,0,22.852571
18507,март,s,88.1,100,93,3429,март,93.0,1,1,0,22.629212
1970,бензин,s,22.0,99,93,963,бензин,27.6,2,2,0,18.481071
46035,хаос,s,17.9,100,91,777,хаос,17.9,2,2,0,17.9
6730,галстук,s,28.0,98,93,932,галстук,28.5,3,1,0,17.655559
27120,пароль,s,5.8,94,90,285,пароль,5.8,3,3,0,17.4
47324,шаблон,s,5.4,70,77,186,шаблон,6.2,3,3,0,17.358571
17828,ловкость,s,4.7,94,93,313,лав-2,200.3,1,4,0,15.341203
31082,порог,s,64.2,100,94,2029,порог,67.0,1,1,0,14.346732
5060,ворона,s,12.6,96,90,512,ворон-1,24.2,1,4,0,13.096469
7995,грусть,s,14.9,98,94,721,груст,80.7,2,1,0,13.003527
17264,ласт,s,1.7,55,84,79,ласк,78.8,1,4,0,11.574109
37112,рифма,s,8.5,96,91,337,рифм,11.7,1,3,0,8.725904
526,алфавит,s,5.8,94,89,296,алфавит,7.0,2,3,0,7.964766
18704,маятник,s,5.1,89,89,256,ма-2,25.8,1,3,0,7.16927
14833,керамика,s,4.4,81,83,219,керам,9.5,2,3,0,6.465292
47529,шестеренка,s,1.3,59,88,95,шест-2,27.7,2,2,0,2.250312
